Accuracy,Precision,Recall,F1,AUC,TrainTime,Model,Run,Strategy
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6595655806182121,1.2422257708385587,patchqgan,0,balance_50_50
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6804511278195488,0.6185989528894424,patchqgan,1,balance_50_50
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6687552213868003,0.607969818636775,patchqgan,2,balance_50_50
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.693609022556391,0.6041342108510435,patchqgan,3,balance_50_50
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6639515455304928,0.6009160950779915,patchqgan,4,balance_50_50
