Model,Run,Ratio,Acc,Prec,Rec,F1,AUC,TrainTime
dcgan,21,1.0,0.7948717948717948,0.7971014492753623,0.9649122807017544,0.873015873015873,0.8193400167084378,1.3065691939555109
dcgan,21,1.5,0.7884615384615384,0.8091603053435115,0.9298245614035088,0.8653061224489796,0.8366750208855471,1.5498872408643365
dcgan,22,0.25,0.7435897435897436,0.8363636363636363,0.8070175438596491,0.8214285714285714,0.7771512113617377,0.9081237409263849
dcgan,22,0.5,0.8076923076923077,0.8043478260869565,0.9736842105263158,0.8809523809523809,0.7794486215538848,1.0416099298745394
dcgan,22,0.75,0.7051282051282052,0.8695652173913043,0.7017543859649122,0.7766990291262136,0.816624895572264,1.1714204302988946
dcgan,22,1.0,0.8269230769230769,0.848,0.9298245614035088,0.8870292887029289,0.7742272347535506,1.3061626981943846
dcgan,22,1.5,0.717948717948718,0.8645833333333334,0.7280701754385965,0.7904761904761904,0.8416875522138679,1.5720582599751651
dcgan,23,0.25,0.3974358974358974,0.9545454545454546,0.18421052631578946,0.3088235294117647,0.8452380952380952,0.91793690668419
dcgan,23,0.5,0.7307692307692307,0.95,0.6666666666666666,0.7835051546391752,0.8500417710944026,1.0569584229961038
dcgan,23,0.75,0.8205128205128205,0.8359375,0.9385964912280702,0.8842975206611571,0.7700501253132832,1.1238228157162666
dcgan,23,1.0,0.8333333333333334,0.8793103448275862,0.8947368421052632,0.8869565217391304,0.8343776106934001,1.307893571909517
dcgan,23,1.5,0.7948717948717948,0.7808219178082192,1.0,0.8769230769230769,0.8391812865497076,1.564134516287595
dcgan,24,0.25,0.7756410256410257,0.7969924812030075,0.9298245614035088,0.8582995951417004,0.7972013366750209,0.9165767100639641
dcgan,24,0.5,0.7692307692307693,0.8,0.9122807017543859,0.8524590163934426,0.7535505430242272,1.0474910200573504
dcgan,24,0.75,0.7628205128205128,0.7549668874172185,1.0,0.8603773584905661,0.7533416875522139,1.177385781891644
dcgan,24,1.0,0.8333333333333334,0.8492063492063492,0.9385964912280702,0.8916666666666667,0.8145363408521303,1.3098950320854783
dcgan,24,1.5,0.7884615384615384,0.813953488372093,0.9210526315789473,0.8641975308641975,0.8059732664995822,1.5762677448801696
dcgan,25,0.25,0.7692307692307693,0.8145161290322581,0.8859649122807017,0.8487394957983193,0.777360066833751,0.9050521138124168
dcgan,25,0.5,0.7051282051282052,0.9146341463414634,0.6578947368421053,0.7653061224489796,0.8199665831244779,1.0353293661028147
dcgan,25,0.75,0.7307692307692307,0.875,0.7368421052631579,0.8,0.8185045948203842,1.1630210527218878
dcgan,25,1.0,0.6666666666666666,0.9558823529411765,0.5701754385964912,0.7142857142857143,0.8807435254803676,1.312446316704154
dcgan,25,1.5,0.7243589743589743,0.9080459770114943,0.6929824561403509,0.7860696517412935,0.8304093567251462,1.5488875838927925
dcgan,26,0.25,0.7692307692307693,0.7746478873239436,0.9649122807017544,0.859375,0.7380952380952381,0.9130454831756651
dcgan,26,0.5,0.7307692307692307,0.7337662337662337,0.9912280701754386,0.8432835820895522,0.7558479532163742,1.04638249007985
dcgan,26,0.75,0.8269230769230769,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.8297827903091061,1.1738770590163767
dcgan,26,1.0,0.7564102564102564,0.88,0.7719298245614035,0.822429906542056,0.8197577276524646,1.3073966670781374
dcgan,26,1.5,0.8269230769230769,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.851921470342523,1.5717791747301817
dcgan,27,0.25,0.717948717948718,0.8181818181818182,0.7894736842105263,0.8035714285714286,0.7134502923976608,0.9100703881122172
dcgan,27,0.5,0.717948717948718,0.8017241379310345,0.8157894736842105,0.808695652173913,0.7575187969924811,1.0300046391785145
dcgan,27,0.75,0.7884615384615384,0.7956204379562044,0.956140350877193,0.8685258964143426,0.8362573099415205,1.175326227210462
dcgan,27,1.0,0.7884615384615384,0.8403361344537815,0.8771929824561403,0.8583690987124464,0.8145363408521303,1.3051813268102705
dcgan,27,1.5,0.7115384615384616,0.8484848484848485,0.7368421052631579,0.7887323943661971,0.760860484544695,1.5830120658501983
dcgan,28,0.25,0.7628205128205128,0.9139784946236559,0.7456140350877193,0.821256038647343,0.8489974937343358,0.9114238442853093
dcgan,28,0.5,0.40384615384615385,0.92,0.20175438596491227,0.33093525179856115,0.8540100250626567,1.0334107247181237
dcgan,28,0.75,0.8141025641025641,0.8695652173913043,0.8771929824561403,0.8733624454148472,0.8141186299081036,1.163066660054028
dcgan,28,1.0,0.6217948717948718,0.9104477611940298,0.5350877192982456,0.6740331491712708,0.8149540517961571,1.292535550892353
dcgan,28,1.5,0.7564102564102564,0.9222222222222223,0.7280701754385965,0.8137254901960784,0.8592314118629909,1.5719929998740554
dcgan,29,0.25,0.7564102564102564,0.7835820895522388,0.9210526315789473,0.8467741935483871,0.7399749373433583,0.9158670948818326
dcgan,29,0.5,0.7884615384615384,0.8091603053435115,0.9298245614035088,0.8653061224489796,0.7807017543859649,1.0543307908810675
dcgan,29,0.75,0.7948717948717948,0.7808219178082192,1.0,0.8769230769230769,0.784252297410192,1.1740453341044486
dcgan,29,1.0,0.7307692307692307,0.8333333333333334,0.7894736842105263,0.8108108108108109,0.7700501253132832,1.3064178740605712
dcgan,29,1.5,0.7756410256410257,0.7883211678832117,0.9473684210526315,0.8605577689243028,0.8145363408521303,1.5656387489289045
dcgan,30,0.25,0.782051282051282,0.8333333333333334,0.8771929824561403,0.8547008547008547,0.8086883876357561,0.9152485285885632
dcgan,30,0.5,0.7756410256410257,0.7801418439716312,0.9649122807017544,0.8627450980392157,0.7821637426900584,1.0480827698484063
dcgan,30,0.75,0.7948717948717948,0.7928571428571428,0.9736842105263158,0.8740157480314961,0.7884294068504595,1.178553958889097
dcgan,30,1.0,0.7115384615384616,0.9058823529411765,0.6754385964912281,0.7738693467336684,0.8153717627401837,1.3070072699338198
dcgan,30,1.5,0.7756410256410257,0.7883211678832117,0.9473684210526315,0.8605577689243028,0.7953216374269005,1.5135949309915304
dcgan,31,0.25,0.7371794871794872,0.8762886597938144,0.7456140350877193,0.8056872037914692,0.7788220551378445,0.8782306429930031
dcgan,31,0.5,0.6858974358974359,0.7981651376146789,0.7631578947368421,0.7802690582959642,0.705513784461153,1.0439705341123044
dcgan,31,0.75,0.7756410256410257,0.883495145631068,0.7982456140350878,0.8387096774193549,0.8065998329156225,1.1720570237375796
dcgan,31,1.0,0.8012820512820513,0.7902097902097902,0.9912280701754386,0.8793774319066148,0.8494152046783626,1.3062888570129871
dcgan,31,1.5,0.6089743589743589,0.9206349206349206,0.5087719298245614,0.655367231638418,0.836048454469507,1.565927255898714
dcgan,32,0.25,0.532051282051282,0.9019607843137255,0.40350877192982454,0.5575757575757576,0.779657477025898,0.9085948397405446
dcgan,32,0.5,0.8269230769230769,0.865546218487395,0.9035087719298246,0.8841201716738197,0.8373015873015873,1.0421741576865315
dcgan,32,0.75,0.7756410256410257,0.8623853211009175,0.8245614035087719,0.8430493273542601,0.8195488721804511,1.1718104691244662
dcgan,32,1.0,0.7948717948717948,0.7971014492753623,0.9649122807017544,0.873015873015873,0.8005430242272347,1.301642426289618
dcgan,32,1.5,0.5576923076923077,0.9090909090909091,0.43859649122807015,0.591715976331361,0.7802840434419382,1.5615580221638083
dcgan,33,0.25,0.6794871794871795,0.9324324324324325,0.6052631578947368,0.7340425531914894,0.8245614035087718,0.9036327539943159
dcgan,33,0.5,0.782051282051282,0.8846153846153846,0.8070175438596491,0.8440366972477065,0.8452380952380953,1.0338219068944454
dcgan,33,0.75,0.7435897435897436,0.7402597402597403,1.0,0.8507462686567164,0.8682121971595657,1.1599964890629053
dcgan,33,1.0,0.8269230769230769,0.865546218487395,0.9035087719298246,0.8841201716738197,0.8266499582289056,1.290458562783897
dcgan,33,1.5,0.7628205128205128,0.7583892617449665,0.9912280701754386,0.8593155893536122,0.788220551378446,1.547808782197535
dcgan,34,0.25,0.782051282051282,0.8278688524590164,0.8859649122807017,0.8559322033898306,0.7598162071846283,0.9037112016230822
dcgan,34,0.5,0.8205128205128205,0.864406779661017,0.8947368421052632,0.8793103448275862,0.8139097744360901,1.033470081165433
dcgan,34,0.75,0.6153846153846154,0.95,0.5,0.6551724137931034,0.7723475355054302,1.1620323499664664
dcgan,34,1.0,0.7948717948717948,0.8253968253968254,0.9122807017543859,0.8666666666666667,0.823934837092732,1.2746621309779584
dcgan,34,1.5,0.717948717948718,0.9069767441860465,0.6842105263157895,0.78,0.816624895572264,1.5645931079052389
dcgan,35,0.25,0.75,0.831858407079646,0.8245614035087719,0.8281938325991189,0.7850877192982456,0.9134728689678013
dcgan,35,0.5,0.7884615384615384,0.8403361344537815,0.8771929824561403,0.8583690987124464,0.8026315789473686,1.0481193279847503
dcgan,35,0.75,0.8333333333333334,0.9230769230769231,0.8421052631578947,0.8807339449541285,0.8642439431913116,1.171796497888863
dcgan,35,1.0,0.7756410256410257,0.8623853211009175,0.8245614035087719,0.8430493273542601,0.7999164578111947,1.304177185986191
dcgan,35,1.5,0.7884615384615384,0.7956204379562044,0.956140350877193,0.8685258964143426,0.7667084377610693,1.5868681510910392
dcgan,36,0.25,0.7756410256410257,0.7841726618705036,0.956140350877193,0.8616600790513834,0.727234753550543,0.9178735800087452
dcgan,36,0.5,0.75,0.8712871287128713,0.7719298245614035,0.8186046511627907,0.8168337510442774,1.051050715148449
dcgan,36,0.75,0.7564102564102564,0.7923076923076923,0.9035087719298246,0.8442622950819673,0.7485380116959065,1.1829909440129995
dcgan,36,1.0,0.7756410256410257,0.7762237762237763,0.9736842105263158,0.8638132295719845,0.827485380116959,1.3150929398834705
dcgan,36,1.5,0.7756410256410257,0.7651006711409396,1.0,0.8669201520912547,0.8057644110275689,1.5760711329057813
dcgan,37,0.25,0.7371794871794872,0.7967479674796748,0.8596491228070176,0.8270042194092827,0.6967418546365916,0.907506340648979
dcgan,37,0.5,0.6858974358974359,0.891566265060241,0.6491228070175439,0.751269035532995,0.7337092731829573,1.0349339260719717
dcgan,37,0.75,0.8269230769230769,0.8717948717948718,0.8947368421052632,0.8831168831168831,0.8404344193817879,1.1615639640949667
dcgan,37,1.0,0.7435897435897436,0.87,0.7631578947368421,0.8130841121495327,0.8114035087719299,1.292438126169145
dcgan,37,1.5,0.782051282051282,0.8174603174603174,0.9035087719298246,0.8583333333333333,0.7550125313283208,1.5480174790136516
dcgan,38,0.25,0.7628205128205128,0.8130081300813008,0.8771929824561403,0.8438818565400844,0.7497911445279867,0.9108913782984018
dcgan,38,0.5,0.7692307692307693,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.7495822890559733,1.0458647534251213
dcgan,38,0.75,0.8141025641025641,0.8632478632478633,0.8859649122807017,0.8744588744588745,0.8441938178780284,1.1736404891125858
dcgan,38,1.0,0.7692307692307693,0.8,0.9122807017543859,0.8524590163934426,0.7696324143692564,1.3029791922308505
dcgan,38,1.5,0.7564102564102564,0.8220338983050848,0.8508771929824561,0.8362068965517241,0.8061821219715957,1.5651134569197893
dcgan,39,0.25,0.6858974358974359,0.8350515463917526,0.7105263157894737,0.7677725118483413,0.7608604845446951,0.9115558299236
dcgan,39,0.5,0.75,0.7551020408163265,0.9736842105263158,0.8505747126436781,0.7969924812030074,1.04015703080222
dcgan,39,0.75,0.7756410256410257,0.8691588785046729,0.8157894736842105,0.8416289592760181,0.8045112781954887,1.1386329061351717
dcgan,39,1.0,0.7435897435897436,0.7534246575342466,0.9649122807017544,0.8461538461538461,0.7431077694235589,1.3042634869925678
dcgan,39,1.5,0.8012820512820513,0.832,0.9122807017543859,0.8702928870292888,0.7819548872180452,1.5687521710060537
dcgan,40,0.25,0.7948717948717948,0.8727272727272727,0.8421052631578947,0.8571428571428571,0.8510860484544696,0.9127641431987286
dcgan,40,0.5,0.7756410256410257,0.8110236220472441,0.9035087719298246,0.8547717842323651,0.8032581453634086,1.0419143699109554
dcgan,40,0.75,0.8589743589743589,0.8709677419354839,0.9473684210526315,0.907563025210084,0.8893065998329156,1.1730043753050268
dcgan,40,1.0,0.8269230769230769,0.8536585365853658,0.9210526315789473,0.8860759493670886,0.8540100250626566,1.3056161939166486
dcgan,40,1.5,0.7692307692307693,0.7671232876712328,0.9824561403508771,0.8615384615384616,0.839390142021721,1.56280005723238
dcgan,41,0.25,0.6794871794871795,0.9324324324324325,0.6052631578947368,0.7340425531914894,0.847326649958229,0.9062946331687272
dcgan,41,0.5,0.7307692307692307,0.9186046511627907,0.6929824561403509,0.79,0.8347953216374269,1.0349569083191454
dcgan,41,0.75,0.717948717948718,0.8804347826086957,0.7105263157894737,0.7864077669902912,0.8201754385964911,1.158294903114438
dcgan,41,1.0,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.8345864661654135,1.2889056871645153
dcgan,41,1.5,0.6538461538461539,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.8212197159565581,1.5451608444564044
dcgan,42,0.25,0.5,0.9736842105263158,0.32456140350877194,0.4868421052631579,0.7451963241436925,0.9033276657573879
dcgan,42,0.5,0.717948717948718,0.782258064516129,0.8508771929824561,0.8151260504201681,0.713032581453634,1.0313534708693624
dcgan,42,0.75,0.7243589743589743,0.8198198198198198,0.7982456140350878,0.8088888888888889,0.7679615705931495,1.15758146205917
dcgan,42,1.0,0.7435897435897436,0.8775510204081632,0.7543859649122807,0.8113207547169812,0.8157894736842105,1.291907052975148
dcgan,42,1.5,0.7884615384615384,0.8188976377952756,0.9122807017543859,0.8630705394190872,0.8247702589807853,1.5453007030300796
dcgan,43,0.25,0.7692307692307693,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.7754803675856307,0.9331893878988922
dcgan,43,0.5,0.8012820512820513,0.8267716535433071,0.9210526315789473,0.8713692946058091,0.7667084377610693,1.055248182732612
dcgan,43,0.75,0.7564102564102564,0.7602739726027398,0.9736842105263158,0.8538461538461538,0.7664995822890559,1.1935713007114828
