Model,Run,TrainTime,Params,LatencyPerImage
dcgan,0,9.116410818882287,759680,0.00018495850963518023
dcgan,1,11.189345229882747,759680,4.2070591007359326e-05
cgan,0,14.183513469994068,868613,0.0003059028385905549
cgan,1,17.97473038220778,868613,6.0922218835912645e-05
wgan,0,54.741455004084855,759680,7.171243487391621e-05
wgan,1,54.302996430080384,759680,7.148468284867704e-05
