Model,Run,Ratio,Acc,Prec,Rec,F1,AUC,TrainTime
dcgan,0,0.25,0.6153846153846154,0.95,0.5,0.6551724137931034,0.8245614035087719,0.6601570383645594
dcgan,0,0.5,0.41025641025641024,0.9583333333333334,0.20175438596491227,0.3333333333333333,0.8586048454469508,0.7829665807075799
dcgan,0,0.75,0.7948717948717948,0.8306451612903226,0.9035087719298246,0.865546218487395,0.8508771929824561,0.8998102899640799
dcgan,0,1.0,0.7628205128205128,0.8598130841121495,0.8070175438596491,0.832579185520362,0.8283208020050126,0.9851732151582837
dcgan,0,1.5,0.8012820512820513,0.7902097902097902,0.9912280701754386,0.8793774319066148,0.8713450292397661,1.2588645331561565
dcgan,1,0.25,0.7692307692307693,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.7721386800334168,0.620912455022335
dcgan,1,0.5,0.75,0.8378378378378378,0.8157894736842105,0.8266666666666665,0.7119883040935673,0.7414855607785285
dcgan,1,0.75,0.7756410256410257,0.8623853211009175,0.8245614035087719,0.8430493273542601,0.7752715121136173,0.8604252710938454
dcgan,1,1.0,0.6858974358974359,0.9113924050632911,0.631578947368421,0.7461139896373057,0.8176691729323309,0.9837844236753881
dcgan,1,1.5,0.782051282051282,0.7816901408450704,0.9736842105263158,0.8671875,0.8327067669172933,1.2236104607582092
dcgan,2,0.25,0.7243589743589743,0.8817204301075269,0.7192982456140351,0.7922705314009661,0.8187134502923976,0.619227787014097
dcgan,2,0.5,0.7115384615384616,0.9156626506024096,0.6666666666666666,0.7715736040609137,0.8421052631578948,0.7371525759808719
dcgan,2,0.75,0.40384615384615385,0.9565217391304348,0.19298245614035087,0.32116788321167883,0.8615288220551378,0.8597837621346116
dcgan,2,1.0,0.8269230769230769,0.865546218487395,0.9035087719298246,0.8841201716738198,0.818922305764411,0.9866403788328171
dcgan,2,1.5,0.8141025641025641,0.8571428571428571,0.8947368421052632,0.8755364806866952,0.856516290726817,1.2252325438894331
dcgan,3,0.25,0.7564102564102564,0.8166666666666667,0.8596491228070176,0.8376068376068376,0.7817460317460317,0.6320812040939927
dcgan,3,0.5,0.6923076923076923,0.83,0.7280701754385965,0.7757009345794393,0.7272347535505431,0.7639168403111398
dcgan,3,0.75,0.4358974358974359,0.9642857142857143,0.23684210526315788,0.38028169014084506,0.8028404344193818,0.8708695038221776
dcgan,3,1.0,0.8205128205128205,0.8307692307692308,0.9473684210526315,0.8852459016393444,0.8548454469507102,0.9930224223062396
dcgan,3,1.5,0.7628205128205128,0.8407079646017699,0.8333333333333334,0.8370044052863437,0.8093149540517962,1.2395233325660229
dcgan,4,0.25,0.7884615384615384,0.8857142857142857,0.8157894736842105,0.8493150684931505,0.7921888053467,0.6314201699569821
dcgan,4,0.5,0.6153846153846154,0.875,0.5526315789473685,0.6774193548387096,0.7654553049289892,0.7305101491510868
dcgan,4,0.75,0.6153846153846154,0.9655172413793104,0.49122807017543857,0.6511627906976745,0.8425229741019215,0.8728740978986025
dcgan,4,1.0,0.5897435897435898,0.9166666666666666,0.4824561403508772,0.6321839080459769,0.7852965747702592,0.9951781989075243
dcgan,4,1.5,0.7884615384615384,0.8785046728971962,0.8245614035087719,0.8506787330316742,0.8297827903091062,1.2420896608382463
cgan,0,0.25,0.7628205128205128,0.7655172413793103,0.9736842105263158,0.8571428571428571,0.7403926482873852,0.6488913563080132
cgan,0,0.5,0.6089743589743589,0.8840579710144928,0.5350877192982456,0.6666666666666666,0.7533416875522139,0.7770991483703256
cgan,0,0.75,0.7692307692307693,0.8679245283018868,0.8070175438596491,0.8363636363636363,0.7980367585630744,0.8931452981196344
cgan,0,1.0,0.6410256410256411,0.8918918918918919,0.5789473684210527,0.7021276595744681,0.7959482038429407,1.0194466449320316
cgan,0,1.5,0.7564102564102564,0.7567567567567568,0.9824561403508771,0.8549618320610687,0.7825814536340852,1.2678542891517282
cgan,1,0.25,0.7243589743589743,0.865979381443299,0.7368421052631579,0.7962085308056871,0.7761069340016709,0.6503786980174482
cgan,1,0.5,0.42948717948717946,0.9310344827586207,0.23684210526315788,0.3776223776223776,0.7719298245614035,0.8110156781040132
