Accuracy,Precision,Recall,F1,AUC,TrainTime,Model,Run,Strategy
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.8026315789473684,1.2575905248522758,mosaiq,0,balance_50_50
