Model,Run,TrainTime,Params,LatencyPerImage
dcgan,0,12.114079510327429,759680,0.00019219054956920445
cgan,0,18.42876117490232,868613,0.0003774978540604934
wgan,0,53.6680833469145,759680,7.188593735918403e-05
