num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
7,0.5796703296703296,0.15005466674151957,0.83159576506659,0.07486686177378563,0.5839598997493736,0.34134473470839016,0.6081573697253317,0.23420122311577465,0.5759935553168637,0.06102118555633102,23.857142857142858,16.72832133520508,18.142857142857142,16.72832133520508,47.42857142857143,38.91329975675647,66.57142857142857,38.91329975675647,42.29876491001674,65.9632787730891,0.1349226747240339,0.17589748544432865,6.608462776456561,1.7912633742622934,0.27541630608694895,0.028698444925501578,0.46703296703296704,0.08075240910274213,180.0,113.84199576606166,690.0,183.56470248934025,546.0,0.0,147.0,0.0,399.0,0.0
