strategy,gan_run_id,generation_run_id,num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,synthetic_class1_count_mean,synthetic_class1_count_std,total_synthetic_count_mean,total_synthetic_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
cgan,6,2,10,0.7153846153846154,0.04066346545424027,0.7769090621716092,0.03745198168191371,0.8692982456140351,0.12665949826632528,0.8131204422476989,0.04386918586835412,0.5834586466165413,0.06240727319040539,12.5,9.841239759298622,29.5,9.841239759298622,14.9,14.439182802361081,99.1,14.439182802361081,5.362224578857422,0.0,0.00408482551574707,0.0,0.37648835182189944,0.003242165945575412,0.11614518165588379,0.0019150736826918345,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,6,3,10,0.6576923076923078,0.14530794342392547,0.8283203315750782,0.05767580676264636,0.7043859649122807,0.3005343041307799,0.709253268898781,0.19581692865229514,0.6176691729323307,0.04942715548637461,22.3,12.649505919204907,19.7,12.649505919204907,33.7,34.260910670908906,80.3,34.260910670908906,5.362224578857422,0.0,0.004189252853393555,0.0,0.4494197130203247,0.0015642958045048744,0.11834061145782471,0.0002660876797979412,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,6,4,10,0.6269230769230769,0.17226304366583609,0.8184714301919115,0.04008429405626102,0.6236842105263157,0.29972414731112157,0.6544057396074133,0.2711727374937216,0.6296992481203006,0.06765872935283622,26.7,7.746612162745725,15.3,7.746612162745725,42.9,34.16855279346785,71.1,34.16855279346785,5.362224578857422,0.0,0.00457763671875,0.0,0.5239355087280273,0.006417071644080032,0.12042324542999268,0.0007400937370062154,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,6,5,10,0.4782051282051283,0.16511108367998087,0.8151304864432556,0.12444291590018079,0.3587719298245614,0.2917626144781758,0.43610235394461316,0.26761466149906316,0.580576441102757,0.06758859957563498,33.7,8.462269199216012,8.3,8.46226919921601,73.1,33.26093805051204,40.9,33.26093805051204,5.362224578857422,0.0,0.005266427993774414,0.0,0.6406907320022583,0.006465494823272498,0.12168030738830567,0.0016692309952931568,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,6,6,10,0.4230769230769231,0.13825958681582473,0.9109634387351779,0.08012930616462428,0.23333333333333334,0.21257048511467863,0.32674627646391985,0.2411907517267219,0.5857142857142856,0.07536466289391192,39.4,2.90516780926679,2.6,2.90516780926679,87.4,24.233035303073365,26.6,24.233035303073365,5.362224578857422,0.0,0.006741762161254883,0.0,0.7957519292831421,0.005262672405848955,0.12177851200103759,0.004818635188702786,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,1,10,0.7410256410256411,0.027377123723157197,0.7731165173190525,0.03933089572103428,0.9245614035087719,0.08533604566326533,0.8380457606601188,0.023441721282204155,0.5837092731829574,0.07287546551936462,10.2,9.14111590562115,31.8,9.14111590562115,8.6,9.728309205612248,105.4,9.728309205612248,5.370254993438721,0.0,0.0,0.0,0.30108768939971925,0.0060256387139038204,0.112050461769104,0.0008174996566918923,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,2,10,0.7064102564102563,0.03413724860434446,0.7972370323818876,0.04056081457550524,0.8166666666666667,0.12858883201623011,0.7983748361889413,0.04200875354259916,0.611904761904762,0.06165120619812119,17.1,10.251341375644458,24.9,10.251341375644458,20.9,14.659126849850233,93.1,14.659126849850233,5.370254993438721,0.0,0.0042383670806884766,0.0,0.3744510173797607,0.0008019680624167866,0.11561820507049561,0.0012319820032818303,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,3,10,0.7275641025641026,0.031173888245609807,0.7550991867189513,0.03450248583415381,0.9368421052631579,0.08347633160259874,0.8327704487286761,0.026896693149192446,0.5481829573934837,0.06206958691977766,6.7,7.912648102879339,35.3,7.912648102879339,7.2,9.516301802696256,106.8,9.516301802696255,5.370254993438721,0.0,0.0045948028564453125,0.0,0.4480931282043457,0.0011525669695977778,0.11739532947540283,0.00042892659403900944,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,4,10,0.7519230769230768,0.049408899160367004,0.8145980216945666,0.038274330304787094,0.8649122807017544,0.11585590863929161,0.8323941901070031,0.05067012972271811,0.6550751879699248,0.06402653470043942,18.7,8.683893136145793,23.3,8.683893136145793,15.4,13.207573584879245,98.6,13.207573584879245,5.370254993438721,0.0,0.005020856857299805,0.0,0.522674560546875,0.0019088430421365526,0.11920826435089112,0.0003956420809340868,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,5,10,0.6884615384615385,0.11813669524737466,0.8258791107456694,0.0535313935651131,0.7517543859649123,0.23645354741720487,0.751954209317647,0.17725287556575575,0.6342105263157894,0.06391210866050306,21.7,10.733592129385205,20.3,10.733592129385205,28.3,26.95570440556136,85.7,26.955704405561356,5.370254993438721,0.0,0.005136966705322266,0.0,0.6359366416931153,0.002992179648597532,0.12213740348815919,0.0014873607230462475,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,7,6,10,0.6865384615384615,0.11603980647342761,0.8120661573634367,0.042083229795771365,0.7605263157894736,0.23930011060651038,0.7566412679460895,0.1479753257208904,0.6231203007518797,0.05863486724412205,20.4,11.01998185116473,21.6,11.01998185116473,27.3,27.28021260914218,86.7,27.280212609142183,5.370254993438721,0.0,0.006534576416015625,0.0,0.8007876634597778,0.006227211697064503,0.12371387481689453,0.0006450814722225158,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,1,10,0.7423076923076923,0.021605512238913764,0.7537802985047117,0.030496825789470324,0.9675438596491228,0.04978408289004459,0.8457333016321874,0.012573532483136335,0.5492481203007519,0.062334510272478535,5.5,6.974955196988724,36.5,6.974955196988724,3.7,5.675385449465085,110.3,5.675385449465085,5.4179911613464355,0.0,0.0,0.0,0.3000010967254639,0.008705826482580451,0.11278536319732665,0.0011460456296473848,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,2,10,0.7115384615384615,0.03888654073872588,0.7752178551725459,0.04929760335174465,0.8754385964912281,0.15443579738022326,0.809825090813318,0.052660555140988816,0.5710526315789474,0.06718662067125891,11.2,11.96494880891682,30.8,11.96494880891682,14.2,17.60568090134545,99.8,17.60568090134545,5.4179911613464355,0.0,0.00416111946105957,0.0,0.37633891105651857,0.0009021771180949189,0.1157771110534668,0.0004018227003897055,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,3,10,0.6935897435897436,0.07352538953302393,0.8089378492616477,0.04630448567482051,0.7789473684210526,0.17877528705764206,0.7764398396418877,0.09411083870735988,0.6204260651629073,0.06128178308506176,19.4,10.873821775254548,22.6,10.873821775254548,25.2,20.380382724571195,88.8,20.380382724571195,5.4179911613464355,0.0,0.004559755325317383,0.0,0.44997096061706543,0.0015360258575085636,0.11864304542541504,0.0007327624425737466,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,4,10,0.7121794871794871,0.05059231672404009,0.8118131564455083,0.03298728229950441,0.7973684210526316,0.1223959284935093,0.7972686403436843,0.056702838709106834,0.6391604010025063,0.04631800850991616,20.2,7.704544113703289,21.8,7.704544113703289,23.1,13.953135848260061,90.9,13.953135848260061,5.4179911613464355,0.0,0.005305051803588867,0.0,0.5245516061782837,0.0007753899778179255,0.12015793323516846,0.0004114907201678964,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,5,10,0.6711538461538462,0.1308085034039746,0.8256650691101761,0.09063948437317768,0.7552631578947369,0.2925527366548172,0.7296959728363869,0.2137601728115294,0.5990601503759397,0.0904274275178148,18.6,16.069847541280534,23.4,16.069847541280534,27.9,33.35101197864916,86.1,33.35101197864916,5.4179911613464355,0.0,0.005208730697631836,0.0,0.6424085855484009,0.005043318313260332,0.12194955348968506,0.0014949811338749342,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,8,6,10,0.6051282051282051,0.13137741928690727,0.8543457726688413,0.0374161068746478,0.5666666666666667,0.24109884896191486,0.6429231348348188,0.19546453857684928,0.6380952380952382,0.0486694916512552,29.8,7.730459236035076,12.2,7.730459236035076,49.4,27.48526878165829,64.6,27.48526878165829,5.4179911613464355,0.0,0.007065534591674805,0.0,0.8092618227005005,0.012397948849436303,0.1236386775970459,0.0012883609332669562,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,1,10,0.7397435897435897,0.011538461538461546,0.7436502982205178,0.015327730543494431,0.9842105263157894,0.02141500985216439,0.8468299488250708,0.004689326167017668,0.5302005012531328,0.035468086902668554,3.2,3.7894590642992836,38.8,3.7894590642992827,1.8,2.4413111231467406,112.2,2.4413111231467406,5.458397388458252,0.0,0.0,0.0,0.3061102867126465,0.008543702480655235,0.11242232322692872,0.0008818949656555583,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,2,10,0.7134615384615385,0.07098038454487314,0.8093527805189211,0.04732282368752295,0.8157894736842106,0.18261632644400316,0.7951027792445242,0.08950676278492,0.6257518796992481,0.05882457656646211,18.3,11.260994627474076,23.7,11.260994627474076,21.0,20.818261214616363,93.0,20.818261214616363,5.458397388458252,0.0,0.004209280014038086,0.0,0.38291540145874026,0.0010426863723867526,0.11620035171508789,0.00024084471346639546,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,3,10,0.635897435897436,0.09494106964909547,0.8520409874326074,0.05593490299471988,0.6307017543859649,0.21712785634700751,0.6952172168105728,0.12909658369044727,0.6403508771929826,0.033102636967732614,27.3,10.488565202161828,14.7,10.488565202161828,42.1,24.752575623558855,71.9,24.752575623558855,5.458397388458252,0.0,0.004461526870727539,0.0,0.45719261169433595,0.0040580410425540385,0.1173328161239624,0.000637317579659182,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,4,10,0.5673076923076923,0.1996308641462778,0.849742178174872,0.10075056564748129,0.5228070175438597,0.36994671573598437,0.5465421251951874,0.33089669904660457,0.6054511278195489,0.0756564612742154,28.9,12.389108119634763,13.1,12.389108119634761,54.4,42.17392559390221,59.6,42.17392559390221,5.458397388458252,0.0,0.0047681331634521484,0.0,0.5321098566055298,0.0019578736965793022,0.11961703300476074,0.0004297630139946018,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,5,10,0.5326923076923077,0.1315727575622871,0.8776455992073935,0.05199201594276785,0.43508771929824563,0.23649096777537867,0.5358724489637664,0.21247113867283007,0.6163533834586467,0.04881274098933026,33.5,6.974955196988724,8.5,6.974955196988724,64.4,26.959970326393165,49.6,26.959970326393165,5.458397388458252,0.0,0.0051157474517822266,0.0,0.6485014438629151,0.0024964430140088883,0.12246465682983398,0.0010279475142478296,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,9,6,10,0.43782051282051276,0.14453813403164273,0.8764042830954596,0.04720262204143351,0.28157894736842104,0.26270282290255775,0.3645907002568788,0.24104672426030016,0.5717418546365914,0.04739862087785609,36.2,7.678541528180987,5.8,7.678541528180987,81.9,29.948121810891582,32.1,29.948121810891582,5.458397388458252,0.0,0.006435394287109375,0.0,0.8092939138412476,0.001952036859874947,0.12315266132354737,0.0005694278263517324,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,1,10,0.7314102564102564,0.05343632191376265,0.7706367987758765,0.04039696340986814,0.9157894736842106,0.14085436008188804,0.827384086193215,0.0621283438471,0.5733709273182959,0.06726735453079524,9.7,10.247438704378768,32.3,10.24743870437877,9.6,16.057397049335236,104.4,16.057397049335236,5.39758038520813,0.0,0.0,0.0,0.29839048385620115,0.007947274150903178,0.11107847690582276,0.0010131870085001795,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,2,10,0.7102564102564103,0.1008999608715436,0.7718750628639424,0.056129893582732994,0.8903508771929826,0.23122813673028353,0.7957839794832925,0.15121077449100845,0.555889724310777,0.0519398994494297,9.3,11.899999999999999,32.7,11.899999999999999,12.5,26.360007587252323,101.5,26.360007587252323,5.39758038520813,0.0,0.00408625602722168,0.0,0.38005542755126953,0.000999381623994384,0.11512160301208496,0.0002509087040777721,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,3,10,0.6532051282051282,0.1174477236235441,0.8382808295743756,0.056465972497945015,0.6780701754385966,0.24426477770058339,0.7105229936123926,0.18142720072912405,0.6318922305764412,0.06260100913671458,24.6,11.560276813294742,17.4,11.560276813294742,36.7,27.846184657866505,77.3,27.846184657866505,5.39758038520813,0.0,0.004259586334228516,0.0,0.4539570093154907,0.0008053884063012761,0.11736812591552734,0.00019268207798509831,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,4,10,0.6429487179487179,0.17253119090274527,0.805556170034019,0.071814671357653,0.6728070175438596,0.3279352851501915,0.6769380236016922,0.2592078466386369,0.6173558897243108,0.07099085975642376,23.6,12.191800523302536,18.4,12.191800523302536,37.3,37.384622507121826,76.7,37.384622507121826,5.39758038520813,0.0,0.004678964614868164,0.0,0.532560157775879,0.003390141348685495,0.11962511539459228,0.002202576795183055,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,5,10,0.6064102564102564,0.1815630868420562,0.8060137581049748,0.1221038608431619,0.6052631578947368,0.34648567617137643,0.6192724034388644,0.2988949873123308,0.6073934837092733,0.06568568014856278,25.6,12.451505933018705,16.4,12.451505933018705,45.0,39.499367083536924,69.0,39.499367083536924,5.39758038520813,0.0,0.005087375640869141,0.0,0.6478435754776001,0.004549681341535118,0.12311546802520752,0.0007682561918783761,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
cgan,10,6,10,0.47435897435897434,0.16468246895724525,0.901001467646589,0.03925551292495257,0.32280701754385965,0.26527800942366037,0.4164371760544932,0.25734841288690186,0.6042606516290727,0.07927845600301002,37.2,4.707440918375928,4.8,4.707440918375927,77.2,30.24169307429728,36.8,30.24169307429728,5.39758038520813,0.0,0.006537914276123047,0.0,0.8073491096496582,0.010733230780686321,0.12316491603851318,0.0006233845968522349,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,1,10,0.7128205128205128,0.06093453660674946,0.7719545889667045,0.04994171240712702,0.8859649122807017,0.17469139125650135,0.8092378614037345,0.0804262368118735,0.5644110275689223,0.07301141618127881,10.2,12.367699866992245,31.8,12.367699866992245,13.0,19.914818603241155,101.0,19.914818603241155,4.812371492385864,0.0,0.0,0.0,0.3021942377090454,0.008333652688203054,0.11145546436309814,0.0008216414436449482,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,2,10,0.7128205128205128,0.08102320671448698,0.7921240826274245,0.061799590190881555,0.855263157894737,0.2056171037433427,0.7975579899182736,0.11451005308106234,0.5907268170426065,0.05921553200519353,13.7,12.182364302548173,28.3,12.182364302548173,16.5,23.44034982674107,97.5,23.44034982674107,4.812371492385864,0.0,0.0031142234802246094,0.0,0.38043942451477053,0.0009674893757146072,0.11403701305389405,0.002488212440926661,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,3,10,0.766025641025641,0.017960161187335753,0.7768130832463069,0.03334589444425287,0.9605263157894737,0.05148607224852348,0.8570535775840437,0.009611738778902177,0.5993107769423559,0.06352731524242874,10.0,7.293833011524188,32.0,7.293833011524188,4.5,5.869412236331676,109.5,5.869412236331676,4.812371492385864,0.0,0.003774404525756836,0.0,0.45418920516967776,0.0013998821097629286,0.11715550422668457,0.0006749946185284176,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,4,10,0.7532051282051282,0.021879548930610275,0.7722303256708674,0.04195038042081613,0.95,0.06078004281164914,0.8490335012994465,0.010206071378872885,0.5845238095238094,0.08164304659071688,9.2,9.239047569960878,32.8,9.239047569960878,5.7,6.928924880528004,108.3,6.928924880528003,4.812371492385864,0.0,0.003713369369506836,0.0,0.5248656511306763,0.0024585305102203985,0.11914684772491455,0.0005703639232482623,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,5,10,0.7596153846153846,0.03156685192883368,0.7712660992286764,0.03761988656244341,0.962280701754386,0.06362522037118802,0.8537341220764517,0.020295884588019373,0.5859022556390978,0.0762315062735068,8.8,8.37615663654877,33.2,8.37615663654877,4.3,7.2532751223154355,109.7,7.2532751223154355,4.812371492385864,0.0,0.0034093856811523438,0.0,0.636857271194458,0.013823537734398008,0.12156422138214111,0.001178051083444188,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,1,6,10,0.7782051282051282,0.030769230769230767,0.8096250843442027,0.03553811598969805,0.9175438596491228,0.07383026460526601,0.8571597162335094,0.02508983808809119,0.6587719298245613,0.06167858186402437,16.8,7.426977851050857,25.2,7.426977851050857,9.4,8.416650165000325,104.6,8.416650165000325,4.812371492385864,0.0,0.0037140846252441406,0.0,0.7992285013198852,0.003749394967142209,0.1227123498916626,0.0009094515714262936,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,1,10,0.7153846153846154,0.05185576516963253,0.7724702379785391,0.049727531739578765,0.8894736842105264,0.16481893588151642,0.812668082721354,0.06824822788422556,0.5661654135338346,0.07007870167346507,10.2,12.114454176726246,31.8,12.114454176726246,12.6,18.78935869049287,101.4,18.78935869049287,4.808837652206421,0.0,0.0,0.0,0.3032226085662842,0.009241966681065177,0.1113541841506958,0.0010611264073017077,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,2,10,0.7147435897435898,0.07762764932363649,0.7595808364950651,0.04888282455869862,0.9184210526315789,0.1942957704487705,0.8115231411112409,0.10611199500906224,0.5401629072681704,0.0578239335844623,6.8,11.513470371699404,35.2,11.513470371699404,9.3,22.149717831159837,104.7,22.149717831159837,4.808837652206421,0.0,0.0031900405883789062,0.0,0.377614426612854,0.0014880201210756587,0.11538691520690918,0.0007443679726504117,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,3,10,0.7493589743589744,0.01682615993385473,0.7818575694714428,0.03331529354720415,0.9192982456140351,0.07347505821534007,0.8419248416929715,0.01720652496685933,0.6036967418546365,0.0588260447916737,12.1,7.7775317421403045,29.9,7.7775317421403045,9.2,8.37615663654877,104.8,8.37615663654877,4.808837652206421,0.0,0.0036520957946777344,0.0,0.4501033782958984,0.0017893339273993261,0.11851441860198975,0.0006855659247402528,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,4,10,0.7397435897435898,0.02469405164648491,0.7648012471171522,0.03953390281900714,0.9412280701754387,0.08340716950538465,0.8399331149204544,0.021658083404991646,0.5670426065162908,0.0754730393732639,8.1,9.396275858019495,33.9,9.396275858019495,6.7,9.508417323613852,107.3,9.508417323613852,4.808837652206421,0.0,0.003746509552001953,0.0,0.5259301662445068,0.0013973539831680518,0.12040882110595703,0.0006064542921857944,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,5,10,0.7416666666666667,0.01945383449422245,0.7541173257061885,0.023900608953675535,0.9640350877192982,0.05811362131597153,0.8445702954828951,0.016085186003789855,0.5510651629072681,0.05020767825702891,5.8,6.241794613730894,36.2,6.241794613730893,4.1,6.624952830020754,109.9,6.624952830020754,4.808837652206421,0.0,0.003482818603515625,0.0,0.6393430233001709,0.002566478524082194,0.12110509872436523,0.0006198011043542996,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,6,10,0.7519230769230769,0.019453834494222475,0.7737532251103068,0.04148619977697253,0.9447368421052632,0.07963153836341308,0.8466399640483294,0.020145936365408616,0.5866541353383459,0.0646196569042015,9.6,8.46404158779953,32.4,8.46404158779953,6.3,9.077995373429093,107.7,9.077995373429092,4.808837652206421,0.0,0.0036916732788085938,0.0,0.7998390197753906,0.0034253543608246347,0.12439429759979248,0.00038537373561037844,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,1,10,0.7403846153846154,0.01772989318710171,0.748397420112515,0.028713772889638937,0.9771929824561404,0.049652532273982135,0.8460351308572231,0.010786974655915483,0.537406015037594,0.05904440235524773,4.1,6.80367547726962,37.9,6.80367547726962,2.6,5.660388679233963,111.4,5.660388679233963,4.8369386196136475,0.0,0.0,0.0,0.2961358308792114,0.008834880242294329,0.11206617355346679,0.0009414183298255113,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,2,10,0.7320512820512821,0.025927882584816268,0.7639423156717017,0.03660348271361171,0.9289473684210525,0.10360165324275572,0.8329415810932164,0.03050908037372347,0.56328320802005,0.0631565272159703,8.3,9.29569792968769,33.7,9.29569792968769,8.1,11.810588469674151,105.9,11.810588469674151,4.8369386196136475,0.0,0.003147125244140625,0.0,0.3788334131240845,0.0020234599816606785,0.1158513069152832,0.0009376858269543745,0.26979472140762456,5.551115123125783e-17,37.0,0.0,99.0,0.0,136.0,0.0,682.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,3,10,0.7371794871794872,0.02067245576486809,0.7772336676760354,0.04565326851907392,0.9131578947368422,0.10157652331743901,0.833693386079349,0.02378782843647434,0.5863408521303258,0.0778763328074558,10.9,10.539924098398432,31.1,10.539924098398432,9.9,11.57972365818805,104.1,11.57972365818805,4.8369386196136475,0.0,0.0036084651947021484,0.0,0.4519162893295288,0.002616712543330278,0.1182321548461914,0.0008369433670656739,0.2698412698412698,0.0,74.0,0.0,199.0,0.0,273.0,0.0,819.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,4,10,0.7589743589743589,0.02110522773481324,0.7663398629118771,0.03028547880352658,0.9692982456140351,0.03470182534184646,0.854795276890745,0.008367044175996546,0.5786967418546365,0.06364027407541502,7.9,6.685057965343307,34.1,6.685057965343307,3.5,3.9560080889704965,110.5,3.9560080889704965,4.8369386196136475,0.0,0.0037794113159179688,0.0,0.5264215230941772,0.0011390775194752539,0.12034828662872314,0.0004794971190922737,0.26882845188284515,5.551115123125783e-17,110.0,0.0,300.0,0.0,410.0,0.0,956.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,5,10,0.7474358974358974,0.02767568351913194,0.767189832574485,0.04419038038673756,0.9535087719298246,0.09390882463218295,0.8449912486523987,0.027849170968167886,0.5708020050125312,0.07433834920229328,7.9,9.648315915225828,34.1,9.648315915225828,5.3,10.705606008068855,108.7,10.705606008068855,4.8369386196136475,0.0,0.003374814987182617,0.0,0.638115644454956,0.009320641020266583,0.12144498825073242,0.002120007813300903,0.2692307692307692,0.0,147.0,0.0,399.0,0.0,546.0,0.0,1092.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,6,10,0.75,0.020271010642105007,0.7490347355041753,0.019581151452289242,0.9912280701754386,0.012405382126079782,0.8529956123236987,0.00933949653441642,0.543233082706767,0.04527088696891435,4.0,4.219004621945797,38.0,4.219004621945797,1.0,1.4142135623730951,113.0,1.4142135623730951,4.8369386196136475,0.0,0.0037882328033447266,0.0,0.7976376056671143,0.0023405984790215014,0.12363064289093018,0.0007162542387049095,0.26886446886446885,0.0,220.0,0.0,599.0,0.0,819.0,0.0,1365.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,4,1,10,0.7365384615384615,0.018896670478184215,0.7499047367062861,0.021967248050390506,0.9640350877192982,0.062453429864307235,0.8417843477130613,0.017757227370091288,0.5415413533834587,0.04416742175763068,5.0,5.9497899122574065,37.0,5.9497899122574065,4.1,7.119691004531025,109.9,7.119691004531025,4.77926230430603,0.0,0.0,0.0,0.29650752544403075,0.009435117155999739,0.11162209510803223,0.0013487531582390133,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
