strategy,gan_run_id,generation_run_id,num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,synthetic_class1_count_mean,synthetic_class1_count_std,total_synthetic_count_mean,total_synthetic_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
baseline,5,2,10,0.7230769230769231,0.04743589743589745,0.7703692457868654,0.05075901597046623,0.9078947368421051,0.1546075961003528,0.8208619831824722,0.05989948828531453,0.5646616541353383,0.06696807981454315,9.3,11.515641536623134,32.7,11.515641536623134,10.5,17.625265955440216,103.5,17.625265955440216,0.0,0.0,0.0,0.0,0.30098345279693606,0.007440279639388873,0.11245441436767578,0.0015728446847089893,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,5,3,10,0.7076923076923077,0.09997534212759951,0.7683568935812723,0.049688677155551315,0.8885964912280702,0.22965207133592924,0.7949054954460176,0.14793737516550842,0.5526315789473684,0.05553867181463969,9.1,12.045331045679067,32.9,12.045331045679069,12.7,26.18033613229593,101.3,26.18033613229593,0.0,0.0,0.0,0.0,0.2977301120758057,0.0098133932035635,0.1121368646621704,0.001027093654410355,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,5,4,10,0.7352564102564103,0.02221503006559418,0.7447110007988617,0.01713524040380621,0.9736842105263157,0.06481737965582866,0.8422959226433188,0.0211777293138871,0.530889724310777,0.03552587376456083,3.7,5.21632054229799,38.3,5.21632054229799,3.0,7.389181280764467,111.0,7.389181280764467,0.0,0.0,0.0,0.0,0.2960409641265869,0.010345956574378883,0.1121380090713501,0.0012275911409614351,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,5,5,10,0.7185897435897436,0.043801334117580804,0.7759368969106472,0.04099023360133974,0.8763157894736843,0.11921113951018983,0.8165409596661348,0.04340854307580016,0.5833959899749374,0.06468972817341198,12.2,9.357350052231668,29.8,9.357350052231668,14.1,13.59006990416164,99.9,13.590069904161641,0.0,0.0,0.0,0.0,0.30251977443695066,0.009707938405372325,0.11154980659484863,0.0009555549722548696,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,5,6,10,0.742948717948718,0.038616142261100085,0.7695277221668488,0.03495320315742814,0.9333333333333332,0.08569596310048992,0.8400717186640714,0.03271592357908948,0.5797619047619047,0.06891378963107873,9.5,8.188406438373708,32.5,8.188406438373708,7.6,9.769339793455849,106.4,9.769339793455849,0.0,0.0,0.0,0.0,0.30139951705932616,0.00909374879168369,0.11159577369689941,0.0010635713599020124,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,1,10,0.7012820512820512,0.08794909172380766,0.799548372282568,0.05119800581868938,0.8140350877192983,0.2079816977055584,0.7830662006043563,0.11910656596159441,0.6046365914786969,0.06685554678017025,16.6,12.134249049694011,25.4,12.134249049694011,21.2,23.70991353843366,92.8,23.709913538433668,0.0,0.0,0.0,0.0,0.3028479337692261,0.007911559931291955,0.11278376579284669,0.001199095814320038,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,2,10,0.7064102564102563,0.07413760151179982,0.7623905651814601,0.03247680324696078,0.8850877192982456,0.18551957600465777,0.8039483877705564,0.09116307804419635,0.5532581453634086,0.041505000405211025,9.3,10.296115772464876,32.7,10.296115772464876,13.1,21.149231664530983,100.9,21.149231664530987,0.0,0.0,0.0,0.0,0.3041687488555908,0.005307766635372115,0.11307659149169921,0.0009546576151409881,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,3,10,0.7365384615384616,0.017543502799235913,0.7506582153852217,0.02158758356967356,0.9614035087719299,0.05177668267850422,0.841738708875773,0.013872755220582261,0.5437969924812031,0.04590594338938707,5.3,5.657738063926254,36.7,5.657738063926255,4.4,5.902541825349482,109.6,5.902541825349482,0.0,0.0,0.0,0.0,0.2951239824295044,0.008716733401574849,0.1123995304107666,0.000773909908706429,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,4,10,0.7333333333333334,0.028117579742899097,0.7764495400851532,0.04439806342021265,0.906140350877193,0.10664661053366618,0.830074899439189,0.030952014536110975,0.5852130325814536,0.06865349721798264,11.1,9.792343948207701,30.9,9.792343948207701,10.7,12.157713600837948,103.3,12.157713600837948,0.0,0.0,0.0,0.0,0.30269451141357423,0.007156758223009996,0.11311943531036377,0.0011362120143848856,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,5,10,0.726923076923077,0.024527085217575625,0.750924695009781,0.03162899015623912,0.9482456140350877,0.10352735485881394,0.8330668218424899,0.03129628557440266,0.5372180451127819,0.05371337216847271,5.3,8.66083136886985,36.7,8.66083136886985,5.9,11.802118453904791,108.1,11.802118453904791,0.0,0.0,0.0,0.0,0.29463045597076415,0.008995131826953249,0.11192145347595214,0.0007812132773788485,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,6,6,10,0.7371794871794871,0.02027101064210499,0.7514193766844256,0.026675608924285582,0.9640350877192982,0.07850264604151011,0.841582439546572,0.022786850942951107,0.542731829573935,0.0486263982290729,5.1,7.077428911688198,36.9,7.077428911688198,4.1,8.94930164873215,109.9,8.94930164873215,0.0,0.0,0.0,0.0,0.298719596862793,0.009525565149340949,0.11245927810668946,0.0009323401515638725,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,1,10,0.6525641025641026,0.10748606624986247,0.791499728869723,0.04888072448801235,0.7421052631578948,0.25724946125999865,0.7301146907616521,0.15264554256113677,0.5758145363408521,0.05779170925863678,17.2,13.789851340750559,24.8,13.789851340750559,29.4,29.32643858363985,84.6,29.326438583639845,0.0,0.0,0.0,0.0,0.299763560295105,0.00826439213516439,0.11204619407653808,0.0009062429177137503,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,2,10,0.7493589743589744,0.02095869580034848,0.7650626573973259,0.034979296448231105,0.956140350877193,0.0576550060531754,0.8477055638500675,0.012915281788897911,0.5721177944862155,0.06875318165319524,7.9,7.905061669588669,34.1,7.90506166958867,5.0,6.572670690061994,109.0,6.572670690061994,0.0,0.0,0.0,0.0,0.2980950117111206,0.010475222220545317,0.1123124122619629,0.0008390197170304065,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,3,10,0.7320512820512821,0.013985528352097083,0.7450340434058431,0.023207819725133572,0.968421052631579,0.06590049112629104,0.8400560841435001,0.016621878267857153,0.5294486215538847,0.04492004917374027,3.8,6.368673331236264,38.2,6.368673331236264,3.6,7.512655988397179,110.4,7.512655988397179,0.0,0.0,0.0,0.0,0.29305551052093504,0.008572235255615207,0.11196444034576417,0.000957879062357901,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,4,10,0.7237179487179487,0.014743589743589719,0.7468454484583517,0.03610985844093562,0.9535087719298246,0.09744741540365222,0.8326013050688585,0.02547471677207785,0.5267543859649123,0.05627393171783657,4.2,8.818163074019441,37.8,8.818163074019441,5.3,11.10900535601635,108.7,11.109005356016352,0.0,0.0,0.0,0.0,0.30098390579223633,0.009393830278390865,0.11258461475372314,0.0013642080194468562,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,5,10,0.7108974358974359,0.07294466213771418,0.7769014683483875,0.05380385451843919,0.8745614035087719,0.1883025044428242,0.803966471588585,0.09537035364440888,0.5706140350877194,0.0776280389434018,11.2,12.710625476348518,30.8,12.710625476348518,14.3,21.46648550648196,99.7,21.46648550648196,0.0,0.0,0.0,0.0,0.3062168836593628,0.007526760341400528,0.11272015571594238,0.0019242383487367348,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,7,6,10,0.7378205128205129,0.01501971091520512,0.7411857932694762,0.016507128985980175,0.9868421052631579,0.016758748398721764,0.846267976342542,0.0067150032142493325,0.5243734335839599,0.037722680719952724,2.6,3.746998799039039,39.4,3.746998799039039,1.5,1.91049731745428,112.5,1.91049731745428,0.0,0.0,0.0,0.0,0.30945844650268556,0.005328445723594073,0.11299490928649902,0.0007357133478658488,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,8,1,10,0.7057692307692307,0.05227012854332358,0.7578806479694535,0.038300679012704765,0.8964912280701753,0.16391073248591426,0.809233787072863,0.064794723304269,0.5422932330827067,0.056637757149737726,7.9,11.211155159036915,34.1,11.211155159036913,11.8,18.685823503394225,102.2,18.685823503394225,0.0,0.0,0.0,0.0,0.30385494232177734,0.00851390435358019,0.1127023696899414,0.0008799674864883448,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,8,2,10,0.7352564102564103,0.031929254885672505,0.7653806852334202,0.03988539912161222,0.9333333333333332,0.10801946862359402,0.834837259070393,0.03675241749157488,0.5654761904761905,0.06610156907792623,8.3,9.497894503520241,33.7,9.497894503520241,7.6,12.314219423089714,106.4,12.314219423089716,0.0,0.0,0.0,0.0,0.3063947677612305,0.008009628814986465,0.11288754940032959,0.000915023390891005,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,8,3,10,0.7230769230769231,0.05086367801250609,0.7701800650035577,0.02840953413048506,0.8912280701754385,0.11451988716047427,0.8214928419249918,0.04740742026995757,0.5789473684210527,0.05572567717884499,11.2,7.794870107962031,30.8,7.794870107962031,12.4,13.055267136294072,101.6,13.055267136294072,0.0,0.0,0.0,0.0,0.3038728475570679,0.00865772024265333,0.11230025291442872,0.0010845610177588395,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,8,4,10,0.7416666666666667,0.010745547829641162,0.7597192290508487,0.03399971886964498,0.9543859649122807,0.06746977025624354,0.8431705593530807,0.011637928650419252,0.5593358395989975,0.06199148821330785,6.9,7.942921376924237,35.1,7.942921376924237,5.2,7.691553809211764,108.8,7.691553809211763,0.0,0.0,0.0,0.0,0.3055440425872803,0.007850825442950323,0.11311805248260498,0.0011278548837807016,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
baseline,8,5,10,0.7346153846153847,0.021105227734813253,0.7573649813808849,0.03102245549991462,0.9456140350877191,0.08217570827109029,0.8376215377861923,0.02299778810570204,0.5537593984962406,0.05496369741810619,6.8,7.730459236035075,35.2,7.730459236035076,6.2,9.368030742904295,107.8,9.368030742904295,0.0,0.0,0.0,0.0,0.30478196144104003,0.008160604619795954,0.11240594387054444,0.001224530592865544,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
