num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,synthetic_class1_count_mean,synthetic_class1_count_std,total_synthetic_count_mean,total_synthetic_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
3600,0.7052421652421652,0.10029706395978202,0.7878358201913791,0.06450289458310823,0.8452875243664717,0.22934399353915264,0.7859044774579508,0.15089598700810067,0.5852032859927597,0.07116835721777495,13.655,12.869467635540415,28.345,12.869467635540415,17.63722222222222,26.1452152634634,96.36277777777778,26.1452152634634,5.441678778330485,7.949852808653185,0.0038251313898298475,0.004673882881676022,0.4813734932078256,0.17383696047118027,0.1173013820250829,0.0046151515675717115,0.26928713521314857,0.0003658917886883568,81.66666666666667,75.40078101570154,221.66666666666666,205.35335400231477,303.3333333333333,280.7534505576022,849.3333333333334,280.7534505576022,546.0,0.0,147.0,0.0,399.0,0.0
