strategy,gan_run_id,num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,synthetic_class1_count_mean,synthetic_class1_count_std,total_synthetic_count_mean,total_synthetic_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
smote,2,60,0.6848290598290598,0.10039893214940311,0.8152611753640197,0.0669640791955312,0.7707602339181286,0.23955810406413638,0.7582383694320696,0.14206365807906968,0.611173767752715,0.06637488347709533,18.966666666666665,13.44986575728133,23.033333333333335,13.44986575728133,26.133333333333333,27.309623863311547,87.86666666666666,27.309623863311547,0.0,0.0,0.01149908701578776,0.005552142559031797,0.5212198932965596,0.16755449661283386,0.11915924151738484,0.00432726853256331,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,3,60,0.689102564102564,0.1125269344629039,0.809007955263489,0.06270056351130056,0.7864035087719299,0.25237064680186144,0.7603783804381201,0.1608828313469183,0.605701754385965,0.0689174924270493,17.85,13.351435628176219,24.15,13.351435628176219,24.35,28.770253735412208,89.65,28.770253735412208,0.0,0.0,0.011452317237854004,0.005558499303726334,0.5203442891438802,0.17004099021449745,0.11806121667226156,0.0046767096015771946,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,4,60,0.6958333333333333,0.08895736955705105,0.8160298205802662,0.06503488180245239,0.7833333333333333,0.2125952191327741,0.7732786591500195,0.11699785584899866,0.6208333333333332,0.0757610802691962,19.25,12.968712349342937,22.75,12.968712349342937,24.7,24.235854981136246,89.3,24.23585498113625,0.0,0.0,0.011353015899658203,0.005502609524749344,0.5207948207855224,0.1707111735836285,0.11814871629079184,0.004125861097588823,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,5,60,0.719017094017094,0.06372932651630589,0.7978373097215473,0.04925556055736616,0.843421052631579,0.16310306096122634,0.8058195296386613,0.07863367186962167,0.6123851294903928,0.06160457238015754,16.016666666666666,10.588502674546996,25.983333333333334,10.588502674546996,17.85,18.5937489495798,96.15,18.5937489495798,0.0,0.0,0.011439243952433268,0.005549420878338798,0.5227457682291666,0.16976654633850302,0.11889621416727701,0.003903387286690714,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,6,60,0.6833333333333333,0.1084780048521741,0.8107084799073954,0.06657967840406472,0.7723684210526315,0.24844558825047477,0.7550672068983609,0.15725378738828918,0.6070175438596491,0.07150683103795578,18.55,13.624029017389338,23.45,13.624029017389338,25.95,28.322797060554123,88.05,28.322797060554123,0.0,0.0,0.011469046274820963,0.005585974562729076,0.519855817159017,0.16893693101424975,0.11925814549128215,0.00476574824954585,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,7,60,0.7096153846153845,0.06510224767060038,0.7934965026469948,0.05387309082328366,0.8374269005847953,0.1747168389248886,0.7985435561616036,0.08207255929928613,0.6000626566416041,0.06819375514562262,15.233333333333333,11.745022586421685,26.766666666666666,11.745022586421687,18.533333333333335,19.917719637437305,95.46666666666667,19.9177196374373,0.0,0.0,0.011822700500488281,0.005865106353261328,0.5248557209968567,0.16965986811484418,0.11939696470896403,0.004024394040046639,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,8,60,0.7018162393162394,0.08675180781799458,0.7962398194503583,0.055297031544752094,0.8217836257309942,0.2103891589439815,0.7854731293109578,0.11216951352804258,0.5989870509607351,0.06773880313937077,15.8,12.50439922587247,26.2,12.50439922587247,20.316666666666666,23.984364119613893,93.68333333333334,23.984364119613893,0.0,0.0,0.011753360430399576,0.0056577217585428415,0.5213123917579651,0.16999788681640318,0.11886489788691203,0.00451435437391386,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,9,60,0.7129273504273504,0.06273205514090677,0.7927445065030158,0.05389066558777567,0.8456140350877193,0.17547660407009275,0.8023102180233689,0.07675317720311424,0.5991959064327486,0.07239309901095686,14.816666666666666,12.252199349051129,27.183333333333334,12.252199349051129,17.6,20.004332863990577,96.4,20.004332863990573,0.0,0.0,0.011431495348612467,0.005576705495908986,0.5213032007217407,0.17038705109980815,0.11864400704701741,0.004456124688093278,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,10,60,0.7012820512820512,0.08571705770749115,0.7946380907052268,0.06013366636630662,0.8273391812865497,0.21255414500789105,0.7857220147251505,0.11501877994603964,0.593233082706767,0.07094360788997853,15.083333333333334,12.970854079649325,26.916666666666668,12.970854079649326,19.683333333333334,24.231172530899578,94.31666666666666,24.231172530899578,0.0,0.0,0.013607501983642578,0.00830871222565242,0.520006799697876,0.17051276097624615,0.11814767916997274,0.00430751855967041,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,1,60,0.7360042735042736,0.035391962933006366,0.7688668649272371,0.04738044405020889,0.9305555555555555,0.11744007448643659,0.8344289279327397,0.04043991718946518,0.5692460317460318,0.0766124881097935,8.733333333333333,10.669062230997104,33.266666666666666,10.669062230997104,7.916666666666667,13.388168491453772,106.08333333333333,13.388168491453772,22.62931776046753,0.0,0.0030002196629842124,0.0013596489151787832,0.5216159582138061,0.16720138578512694,0.11847217480341593,0.003912801321443546,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,2,60,0.7378205128205129,0.03663205885748854,0.7602741372109271,0.03616253071104297,0.9476608187134502,0.10379046151835018,0.8383879572889162,0.03919145496899398,0.5579573934837091,0.0638409891601945,7.066666666666666,8.835282803748969,34.93333333333333,8.835282803748969,5.966666666666667,11.832112613091919,108.03333333333333,11.832112613091919,22.58332371711731,0.0,0.002916256586710612,0.0013278913536270615,0.5202466249465942,0.16532499893208807,0.11813061634699504,0.003956898685206644,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,3,60,0.7435897435897437,0.038049790327154116,0.7748663031863453,0.04581669298720198,0.929970760233918,0.10809413973811656,0.8384719983377528,0.04394286355467466,0.5838345864661654,0.0729932215877415,9.983333333333333,9.74250424115324,32.016666666666666,9.74250424115324,7.983333333333333,12.322731930145288,106.01666666666667,12.322731930145288,22.293715238571167,0.0,0.0028884410858154297,0.00131456330131529,0.516270657380422,0.16593898535086057,0.11735848983128866,0.004202217940330663,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,4,60,0.7386752136752135,0.05743492762205241,0.7721696567891295,0.045090258432300585,0.9282163742690057,0.14034623225744552,0.8324112604570638,0.07185119833720444,0.5762113617376775,0.06793647955660817,9.416666666666666,9.95203775894945,32.583333333333336,9.952037758949448,8.183333333333334,15.999470477348789,105.81666666666666,15.99947047734879,22.280312299728394,0.0,0.002879063288370768,0.0013076333876107758,0.5134467164675395,0.16637890073238548,0.11667887369791667,0.004249136284565429,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,5,60,0.7538461538461539,0.030094088703347444,0.7770848901429439,0.04134584860954202,0.9407894736842105,0.08110478120314772,0.8471792444294274,0.025106006309265582,0.593609022556391,0.07524600934501266,10.35,9.049539583131656,31.65,9.049539583131656,6.75,9.24594505715884,107.25,9.24594505715884,22.4238498210907,0.0,0.002868016560872396,0.0013031069298694502,0.5169448733329773,0.17070503122655076,0.11671406825383504,0.0045316135312078384,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,6,60,0.7442307692307694,0.03202349222602382,0.7812315412427637,0.04964448253354024,0.9194444444444444,0.10968410747932036,0.8377099678103553,0.03392686237883903,0.594047619047619,0.07831768581937755,11.283333333333333,10.562656967932936,30.716666666666665,10.562656967932936,9.183333333333334,12.503988252642523,104.81666666666666,12.503988252642523,22.492514848709106,0.0,0.002875685691833496,0.0013078535185620948,0.5194289485613505,0.1727424574605846,0.11781675815582275,0.0048003003560438285,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,7,60,0.7411324786324787,0.04047594588386071,0.774991633564539,0.04322700712094527,0.9244152046783626,0.11825406969379545,0.8359333621657907,0.04399445972374044,0.5840329991645782,0.06970393835497007,10.233333333333333,9.898428607051164,31.766666666666666,9.898428607051164,8.616666666666667,13.480963945092684,105.38333333333334,13.480963945092684,22.47539782524109,0.0,0.0029221375783284507,0.0013283928817747171,0.5203478376070658,0.16910096728059126,0.11893244584401448,0.0045678388852975794,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,8,60,0.741880341880342,0.04377265961931368,0.7775924502108477,0.044814755497555404,0.9216374269005846,0.12349293270755662,0.835208221149603,0.05230277758942471,0.5878028404344195,0.06956829365482536,10.666666666666666,9.994442900376633,31.333333333333332,9.994442900376633,8.933333333333334,14.078194328661453,105.06666666666666,14.078194328661455,22.617090225219727,0.0,0.0033823251724243164,0.0016084644978942011,0.5194019794464111,0.17052165077087028,0.11921649773915609,0.004042600195463987,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,9,60,0.7476495726495727,0.03895633767643395,0.7835400209715905,0.043709003801829745,0.9182748538011695,0.10960223168897672,0.8389727546695955,0.04204169759988789,0.6013993316624896,0.07247030576313047,11.95,9.728694670920659,30.05,9.728694670920659,9.316666666666666,12.494654412543346,104.68333333333334,12.494654412543346,22.36416459083557,0.0,0.003162225087483724,0.0014608967173400974,0.5205495794614156,0.16830671491439825,0.11929742097854615,0.004136605382503297,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
wgan,10,60,0.7319444444444444,0.06489353528594433,0.790146258563204,0.054072510641723366,0.8859649122807017,0.17098139167274376,0.8192795628286296,0.08238378646775266,0.5999269005847954,0.06617438141607876,13.183333333333334,11.362939271548049,28.816666666666666,11.362939271548049,13.0,19.49187865069279,101.0,19.49187865069279,22.53114676475525,0.0,0.0029529333114624023,0.0013352685239499528,0.5184948523839314,0.1692459484228358,0.11902610063552857,0.004116657074683781,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
