strategy,gan_run_id,num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,ratio_mean,ratio_std,synthetic_class0_count_mean,synthetic_class0_count_std,synthetic_class1_count_mean,synthetic_class1_count_std,total_synthetic_count_mean,total_synthetic_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
dcgan,1,60,0.7471153846153845,0.05305979791032436,0.7823355440140306,0.04666691365158426,0.9219298245614034,0.12799905900187608,0.8372961280859098,0.06374190487372039,0.5972744360902257,0.07566902855199356,11.45,10.121635243378414,30.55,10.121635243378414,8.9,14.591892726213871,105.1,14.591892726213873,4.812371492385864,0.0,0.002954244613647461,0.001340808051509666,0.5162957151730855,0.1648719831773791,0.11767856677373251,0.00417765444100519,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,2,60,0.7354700854700854,0.04419307613947014,0.7677634069797824,0.04152541805292555,0.9295321637426901,0.12273354805958649,0.8328765733295409,0.05578156400163394,0.5691311612364244,0.06681860730686051,8.766666666666667,9.709731658953759,33.233333333333334,9.709731658953757,8.033333333333333,13.99162447879286,105.96666666666667,13.99162447879286,4.808837652206421,0.0,0.0029605229695638022,0.0013367121339829921,0.5160087704658508,0.1657080518027725,0.11852728923161825,0.004261711882939355,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,3,60,0.744337606837607,0.024186627892434115,0.7620229724084651,0.03682541955861763,0.9555555555555555,0.07972113772141273,0.8442420393161052,0.02227322882349114,0.5632936507936509,0.0671600572231449,7.183333333333334,8.515655517274574,34.81666666666667,8.515655517274574,5.066666666666666,9.088209700241052,108.93333333333334,9.088209700241052,4.8369386196136475,0.0,0.002949674924214681,0.001338279945637742,0.5148433844248453,0.16622116163707695,0.11859559218088786,0.003969521287300908,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,4,60,0.7473290598290597,0.04292625491576046,0.7829653196798305,0.0494745514957954,0.9220760233918129,0.11923686573139909,0.838615823740743,0.04928743600517469,0.5975459482038429,0.0773839111102411,11.466666666666667,10.43146948207948,30.533333333333335,10.431469482079482,8.883333333333333,13.593002693379495,105.11666666666666,13.593002693379495,4.77926230430603,0.0,0.0029436349868774414,0.0013330306327297098,0.514228371779124,0.16681511524450757,0.11798867781956991,0.0044077070329295144,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,5,60,0.7405982905982906,0.021243228242113787,0.763747115396059,0.033269047410697444,0.9423976608187133,0.07467941583837324,0.8406383577690231,0.019962194826963885,0.5676274018379281,0.062346755265983,8.1,7.982689605222875,33.9,7.982689605222875,6.566666666666666,8.513453405574548,107.43333333333334,8.513453405574548,4.817915916442871,0.0,0.0029435555140177407,0.0013343377702854352,0.5150735100110372,0.16604142009946388,0.11823257605234781,0.0037663003328238065,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,6,60,0.7413461538461539,0.025609622864396685,0.7573075291137606,0.03060112529982716,0.9583333333333334,0.07639850662753433,0.8430622185075781,0.023977369518710188,0.5553571428571428,0.05778478270118354,6.4,7.479304780526062,35.6,7.4793047805260615,4.75,8.709429755538917,109.25,8.709429755538917,4.789831638336182,0.0,0.0029414494832356772,0.0013298083853013599,0.5124072869618733,0.16610108216377295,0.11818758646647136,0.004145141176729915,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,7,60,0.7356837606837607,0.04022602606050405,0.7602313679149709,0.03618996486370507,0.9442982456140351,0.11171532775644517,0.8360656385325359,0.0470119515575042,0.5568713450292399,0.06096133465822216,7.116666666666666,8.84890137562599,34.88333333333333,8.84890137562599,6.35,12.73554736423475,107.65,12.73554736423475,4.7940168380737305,0.0,0.002931396166483561,0.0013366894450366881,0.5092048645019531,0.16200676343464313,0.11716067393620809,0.0037523656178375894,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,8,60,0.7469017094017096,0.04034714831423772,0.7755816130048515,0.040637057428497755,0.9318713450292397,0.10759320136638482,0.840691307071969,0.041004867073124764,0.5883563074352548,0.06934210759069391,10.283333333333333,9.275580245401843,31.716666666666665,9.275580245401843,7.766666666666667,12.26562495576787,106.23333333333333,12.26562495576787,4.6824891567230225,0.0,0.002889712651570638,0.0013076736261432172,0.5070676366488139,0.16746474725845564,0.11673020124435425,0.004834588071518177,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,9,60,0.744337606837607,0.04397908802327421,0.7605330110628541,0.0406585287307305,0.9611111111111109,0.10155968803406272,0.8430420616637124,0.054355134671054066,0.5585317460317462,0.06799581307660231,6.55,8.57792710002442,35.45,8.57792710002442,4.433333333333334,11.577804435883149,109.56666666666666,11.577804435883149,4.834197759628296,0.0,0.002962946891784668,0.0013475181986725116,0.5145498156547547,0.16716481558787627,0.11912154754002889,0.0042547308314026385,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
dcgan,10,60,0.7445512820512821,0.02395140932734779,0.7721574147167918,0.04135350346523917,0.9340643274853799,0.08192080273070922,0.8413913113728978,0.02117212587023754,0.5821115288220551,0.07246554374548318,9.666666666666666,9.09151008114469,32.333333333333336,9.09151008114469,7.516666666666667,9.338971511300851,106.48333333333333,9.33897151130085,4.844269514083862,0.0,0.0032275120417277017,0.0014494693900916021,0.5130906462669372,0.16590477878727697,0.11811812321345011,0.0038466956336444566,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,1,60,0.6844017094017094,0.12531664183294397,0.7905853767139219,0.12290894352865854,0.7884502923976608,0.2708386504990595,0.7510232744493911,0.1995895429000149,0.5952172096908939,0.07947034142079965,16.883333333333333,14.100935745151414,25.116666666666667,14.100935745151414,24.116666666666667,30.87560615689278,89.88333333333334,30.875606156892783,0.0,0.0,0.0014530022939046223,0.0009382344210497419,0.5171130776405335,0.16639482265319758,0.11726534763971964,0.0044431689726578015,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,2,60,0.7159188034188033,0.07714969882117378,0.7974211519312829,0.044953502913729126,0.8374269005847952,0.17747695000066802,0.7997211976298004,0.10933141436086116,0.6117690058479532,0.06312607061987915,16.216666666666665,10.527886249807645,25.783333333333335,10.527886249807645,18.533333333333335,20.232372300076158,95.46666666666667,20.232372300076158,0.0,0.0,0.0010101795196533203,0.00046373776298971127,0.5172831773757934,0.16859528472197996,0.11700152556101481,0.0041608007168224765,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,3,60,0.6895299145299146,0.1004684858470746,0.7936306798359756,0.06152616118779488,0.8118421052631579,0.2382426911171242,0.7695527914079866,0.1490199720817588,0.5846908939014202,0.07032019831299159,15.016666666666667,13.554201890516788,26.983333333333334,13.554201890516788,21.45,27.15966678735216,92.55,27.15966678735216,0.0,0.0,0.0010004440943400066,0.00045656621331951146,0.5221684257189433,0.17379565982329137,0.11823710203170776,0.005441137917772774,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,4,60,0.6920940170940172,0.1142091518550432,0.8091168703081126,0.06935877697739218,0.7956140350877193,0.2534885359899369,0.7631740480679717,0.1678246868278669,0.6033625730994153,0.0714731652508618,17.266666666666666,13.400082918483088,24.733333333333334,13.400082918483088,23.3,28.897693102852802,90.7,28.897693102852802,0.0,0.0,0.0010925134023030598,0.0005193790402563486,0.5231494386990865,0.17253988060132028,0.1195184588432312,0.0043718726562869585,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,5,60,0.7122863247863248,0.0967650918322155,0.7896326807785716,0.058237742563724305,0.8562865497076024,0.21751374335649515,0.7929659486643753,0.1524293938536233,0.5888575605680868,0.07559470289939334,13.5,12.547908192204787,28.5,12.547908192204787,16.383333333333333,24.796566742640447,97.61666666666666,24.796566742640447,0.0,0.0,0.000996987024943034,0.0004534595533773816,0.5222969452540079,0.1686992433181756,0.11912099917729696,0.004133477194079879,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,6,60,0.7009615384615384,0.07583656638894967,0.7955458897663282,0.05927845088904126,0.8255847953216373,0.2051087267483052,0.787009023530412,0.10058808522089727,0.5941416040100251,0.06275218540342266,15.233333333333333,12.797612624583104,26.766666666666666,12.797612624583104,19.883333333333333,23.382394849306795,94.11666666666666,23.382394849306795,0.0,0.0,0.0010215441385904949,0.0004644026255975726,0.5214612126350403,0.16934916562657604,0.1182363748550415,0.00433650240857212,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,7,60,0.7104700854700854,0.08223442656905888,0.806845702860963,0.062479685327380824,0.8239766081871347,0.2046691727260235,0.7912317906218627,0.11052243741861269,0.6131787802840435,0.07514775158920747,16.9,12.948230252303466,25.1,12.948230252303466,20.066666666666666,23.332285690766682,93.93333333333334,23.332285690766682,0.0,0.0,0.0010203917821248372,0.00047252087139841744,0.5188691655794779,0.17130504373642935,0.11832360823949178,0.004487719161345172,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,8,60,0.6956196581196582,0.10891458684203215,0.8046231074912246,0.06654179934609028,0.8067251461988304,0.2422120636259579,0.7691447520183522,0.16766140299619267,0.6003863826232246,0.06923309321481336,16.55,12.885941952375854,25.45,12.885941952375854,22.033333333333335,27.612175253359197,91.96666666666667,27.612175253359197,0.0,0.0,0.0010187228520711262,0.0004682026439712306,0.5212819457054139,0.1693012450567412,0.11900458733240764,0.004648568670018841,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,9,60,0.711431623931624,0.07890512410377867,0.8042149798140218,0.05960945706521925,0.827046783625731,0.19414912939046752,0.7936738031802962,0.10826554454965873,0.6123329156223893,0.07400304576279175,16.7,12.38049541281231,25.3,12.38049541281231,19.716666666666665,22.133000750513297,94.28333333333333,22.1330007505133,0.0,0.0,0.0010443925857543945,0.0004911523950252854,0.5195490956306458,0.17212519767389925,0.1190831184387207,0.004306902355100251,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
oversample,10,60,0.7121794871794873,0.07793757652045141,0.7902041560270219,0.050524529546968656,0.8485380116959064,0.1914470195308187,0.7989569325445572,0.10115388433675912,0.5953007518796993,0.06254696959758524,14.366666666666667,11.531069141912017,27.633333333333333,11.531069141912017,17.266666666666666,21.824960226513333,96.73333333333333,21.824960226513333,0.0,0.0,0.0010080337524414062,0.00046329817866346993,0.5189912796020508,0.169709270879329,0.11897453864415487,0.004433999997766808,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
smote,1,60,0.7069444444444444,0.09505131192853275,0.8096188636017558,0.06167051055767833,0.8130116959064326,0.21894996710546083,0.7832869703717503,0.13468841108264631,0.616029657477026,0.07234065799109901,17.6,12.638829059687453,24.4,12.638829059687453,21.316666666666666,24.960296250022534,92.68333333333334,24.96029625002253,0.0,0.0,0.011937816937764486,0.00590847223950045,0.5176716566085815,0.1686418683312893,0.11873343388239542,0.003847640148103115,0.2692984084096245,0.00039986204056246155,98.0,72.26110064665959,266.0,197.00592207680796,364.0,269.26628703447693,910.0,269.26628703447693,546.0,0.0,147.0,0.0,399.0,0.0
