strategy,strategy_display_name,strategy_index,gan_run_id,generation_run_id,classifier_run_id,ratio,acc,prec,rec,f1,auc,tn,fp,fn,tp,synthetic_class0_count,synthetic_class1_count,total_synthetic_count,balanced_dataset_size,total_real_samples,real_class0_count,real_class1_count,gan_training_time_sec,synthetic_generation_time_sec,classifier_training_time_sec,classifier_eval_time_sec,gan_seed,generation_seed,classifier_seed
dcgan,DCGAN (classe 0),2,4,1,8,0.2692307692307692,0.717948717948718,0.7302631578947368,0.9736842105263158,0.8345864661654135,0.4987468671679198,1,41,3,111,0,0,0,546,546,147,399,4.77926230430603,0.0,0.30728864669799805,0.11344790458679199,20002028,20006025,24003032
dcgan,DCGAN (classe 0),2,4,1,9,0.2692307692307692,0.7435897435897436,0.7569444444444444,0.956140350877193,0.8449612403100775,0.5614035087719298,7,35,5,109,0,0,0,546,546,147,399,4.77926230430603,0.0,0.2905244827270508,0.11157941818237305,20002028,20006025,24003033
dcgan,DCGAN (classe 0),2,4,1,10,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,0,0,0,546,546,147,399,4.77926230430603,0.0,0.3069941997528076,0.11317253112792969,20002028,20006025,24003034
dcgan,DCGAN (classe 0),2,4,2,1,0.2697947214076246,0.7692307692307693,0.7746478873239436,0.9649122807017544,0.859375,0.6015037593984962,10,32,4,110,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3773500919342041,0.11572694778442383,20002028,20006026,24004025
dcgan,DCGAN (classe 0),2,4,2,2,0.2697947214076246,0.782051282051282,0.7816901408450704,0.9736842105263158,0.8671875,0.6177944862155389,11,31,3,111,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.37926197052001953,0.11327886581420898,20002028,20006026,24004026
dcgan,DCGAN (classe 0),2,4,2,3,0.2697947214076246,0.782051282051282,0.8703703703703703,0.8245614035087719,0.8468468468468469,0.7456140350877194,28,14,20,94,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3772447109222412,0.1159965991973877,20002028,20006026,24004027
dcgan,DCGAN (classe 0),2,4,2,4,0.2697947214076246,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3745124340057373,0.11301088333129883,20002028,20006026,24004028
dcgan,DCGAN (classe 0),2,4,2,5,0.2697947214076246,0.5384615384615384,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.6390977443609023,36,6,66,48,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.37225890159606934,0.11313366889953613,20002028,20006026,24004029
dcgan,DCGAN (classe 0),2,4,2,6,0.2697947214076246,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3762202262878418,0.11479449272155762,20002028,20006026,24004030
dcgan,DCGAN (classe 0),2,4,2,7,0.2697947214076246,0.7564102564102564,0.7676056338028169,0.956140350877193,0.8515625,0.5852130325814536,9,33,5,109,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3762340545654297,0.11530852317810059,20002028,20006026,24004031
dcgan,DCGAN (classe 0),2,4,2,8,0.2697947214076246,0.782051282051282,0.7898550724637681,0.956140350877193,0.8650793650793651,0.6328320802005012,13,29,5,109,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.37508273124694824,0.11666083335876465,20002028,20006026,24004032
dcgan,DCGAN (classe 0),2,4,2,9,0.2697947214076246,0.7564102564102564,0.8584905660377359,0.7982456140350878,0.8272727272727273,0.7205513784461153,27,15,23,91,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3756730556488037,0.11524415016174316,20002028,20006026,24004033
dcgan,DCGAN (classe 0),2,4,2,10,0.2697947214076246,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,37,99,136,682,546,147,399,4.77926230430603,0.003094911575317383,0.3765084743499756,0.1152491569519043,20002028,20006026,24004034
dcgan,DCGAN (classe 0),2,4,3,1,0.2698412698412698,0.7756410256410257,0.7841726618705036,0.956140350877193,0.8616600790513834,0.6209273182957393,12,30,5,109,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4505760669708252,0.11889243125915527,20002028,20006027,24005025
dcgan,DCGAN (classe 0),2,4,3,2,0.2698412698412698,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4507002830505371,0.11827278137207031,20002028,20006027,24005026
dcgan,DCGAN (classe 0),2,4,3,3,0.2698412698412698,0.7435897435897436,0.7402597402597403,1.0,0.8507462686567164,0.5238095238095238,2,40,0,114,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.44952940940856934,0.11838698387145996,20002028,20006027,24005027
dcgan,DCGAN (classe 0),2,4,3,4,0.2698412698412698,0.7371794871794872,0.8288288288288288,0.8070175438596491,0.8177777777777778,0.6773182957393483,23,19,22,92,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4496135711669922,0.11803793907165527,20002028,20006027,24005028
dcgan,DCGAN (classe 0),2,4,3,5,0.2698412698412698,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4527475833892822,0.11824536323547363,20002028,20006027,24005029
dcgan,DCGAN (classe 0),2,4,3,6,0.2698412698412698,0.7756410256410257,0.7687074829931972,0.9912280701754386,0.8659003831417624,0.5908521303258145,8,34,1,113,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4505126476287842,0.11982583999633789,20002028,20006027,24005030
dcgan,DCGAN (classe 0),2,4,3,7,0.2698412698412698,0.7756410256410257,0.7883211678832117,0.9473684210526315,0.8605577689243028,0.6284461152882205,13,29,6,108,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.450089693069458,0.11712384223937988,20002028,20006027,24005031
dcgan,DCGAN (classe 0),2,4,3,8,0.2698412698412698,0.7307692307692307,0.8529411764705882,0.7631578947368421,0.8055555555555556,0.7030075187969924,27,15,27,87,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.44947099685668945,0.11821770668029785,20002028,20006027,24005032
dcgan,DCGAN (classe 0),2,4,3,9,0.2698412698412698,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4488391876220703,0.1183769702911377,20002028,20006027,24005033
dcgan,DCGAN (classe 0),2,4,3,10,0.2698412698412698,0.717948717948718,0.8301886792452831,0.7719298245614035,0.8,0.6716791979949874,24,18,26,88,74,199,273,819,546,147,399,4.77926230430603,0.0036089420318603516,0.4507465362548828,0.1184382438659668,20002028,20006027,24005034
dcgan,DCGAN (classe 0),2,4,4,1,0.2688284518828452,0.7948717948717948,0.8153846153846154,0.9298245614035088,0.8688524590163934,0.6791979949874687,18,24,8,106,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5246362686157227,0.12015008926391602,20002028,20006028,24006025
dcgan,DCGAN (classe 0),2,4,4,2,0.2688284518828452,0.75,0.7450980392156863,1.0,0.8539325842696629,0.5357142857142857,3,39,0,114,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5248799324035645,0.12039613723754883,20002028,20006028,24006026
dcgan,DCGAN (classe 0),2,4,4,3,0.2688284518828452,0.8141025641025641,0.8148148148148148,0.9649122807017544,0.8835341365461847,0.6848370927318296,17,25,4,110,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5238425731658936,0.12022542953491211,20002028,20006028,24006027
dcgan,DCGAN (classe 0),2,4,4,4,0.2688284518828452,0.75,0.7737226277372263,0.9298245614035088,0.8446215139442231,0.5958646616541353,11,31,8,106,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5232350826263428,0.10807156562805176,20002028,20006028,24006028
dcgan,DCGAN (classe 0),2,4,4,5,0.2688284518828452,0.7692307692307693,0.76,1.0,0.8636363636363636,0.5714285714285714,6,36,0,114,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5248541831970215,0.12151217460632324,20002028,20006028,24006029
dcgan,DCGAN (classe 0),2,4,4,6,0.2688284518828452,0.7756410256410257,0.7969924812030075,0.9298245614035088,0.8582995951417004,0.6434837092731829,15,27,8,106,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5250568389892578,0.12015438079833984,20002028,20006028,24006030
dcgan,DCGAN (classe 0),2,4,4,7,0.2688284518828452,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.5236930847167969,0.1203310489654541,20002028,20006028,24006031
dcgan,DCGAN (classe 0),2,4,4,8,0.2688284518828452,0.8141025641025641,0.8057553956834532,0.9824561403508771,0.8853754940711462,0.6697994987468672,15,27,2,112,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.525794506072998,0.12014365196228027,20002028,20006028,24006032
dcgan,DCGAN (classe 0),2,4,4,9,0.2688284518828452,0.7564102564102564,0.7533333333333333,0.9912280701754386,0.8560606060606061,0.5551378446115288,5,37,1,113,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.532346248626709,0.12104153633117676,20002028,20006028,24006033
dcgan,DCGAN (classe 0),2,4,4,10,0.2688284518828452,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,110,300,410,956,546,147,399,4.77926230430603,0.0037109851837158203,0.531078577041626,0.12107491493225098,20002028,20006028,24006034
dcgan,DCGAN (classe 0),2,4,5,1,0.2692307692307692,0.7371794871794872,0.792,0.868421052631579,0.8284518828451883,0.62468671679198,16,26,15,99,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6391057968139648,0.12113285064697266,20002028,20006029,24007025
dcgan,DCGAN (classe 0),2,4,5,2,0.2692307692307692,0.7756410256410257,0.7801418439716312,0.9649122807017544,0.8627450980392157,0.6134085213032581,11,31,4,110,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6395549774169922,0.12096428871154785,20002028,20006029,24007026
dcgan,DCGAN (classe 0),2,4,5,3,0.2692307692307692,0.782051282051282,0.8278688524590164,0.8859649122807017,0.8559322033898306,0.6929824561403508,21,21,13,101,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6389784812927246,0.12072873115539551,20002028,20006029,24007027
dcgan,DCGAN (classe 0),2,4,5,4,0.2692307692307692,0.7884615384615384,0.7793103448275862,0.9912280701754386,0.8725868725868726,0.6146616541353384,10,32,1,113,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6378777027130127,0.12052440643310547,20002028,20006029,24007028
dcgan,DCGAN (classe 0),2,4,5,5,0.2692307692307692,0.7564102564102564,0.7567567567567568,0.9824561403508771,0.8549618320610687,0.5626566416040101,6,36,2,112,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6392066478729248,0.12073779106140137,20002028,20006029,24007029
dcgan,DCGAN (classe 0),2,4,5,6,0.2692307692307692,0.7435897435897436,0.8627450980392157,0.7719298245614035,0.8148148148148148,0.7192982456140351,28,14,26,88,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6389620304107666,0.12077164649963379,20002028,20006029,24007030
dcgan,DCGAN (classe 0),2,4,5,7,0.2692307692307692,0.7564102564102564,0.8275862068965517,0.8421052631578947,0.8347826086956521,0.6829573934837092,22,20,18,96,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6385726928710938,0.12097764015197754,20002028,20006029,24007031
dcgan,DCGAN (classe 0),2,4,5,8,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6392340660095215,0.12040472030639648,20002028,20006029,24007032
dcgan,DCGAN (classe 0),2,4,5,9,0.2692307692307692,0.7564102564102564,0.8454545454545455,0.8157894736842105,0.8303571428571429,0.7055137844611529,25,17,21,93,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6391355991363525,0.12073469161987305,20002028,20006029,24007033
dcgan,DCGAN (classe 0),2,4,5,10,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,147,399,546,1092,546,147,399,4.77926230430603,0.0035283565521240234,0.6403367519378662,0.12034392356872559,20002028,20006029,24007034
dcgan,DCGAN (classe 0),2,4,6,1,0.26886446886446885,0.8076923076923077,0.8620689655172413,0.8771929824561403,0.8695652173913043,0.7481203007518797,26,16,14,100,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.8071715831756592,0.12435412406921387,20002028,20006030,24008025
dcgan,DCGAN (classe 0),2,4,6,2,0.26886446886446885,0.7051282051282052,0.8953488372093024,0.6754385964912281,0.77,0.7305764411027569,33,9,37,77,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.799285888671875,0.12409067153930664,20002028,20006030,24008026
dcgan,DCGAN (classe 0),2,4,6,3,0.26886446886446885,0.782051282051282,0.7702702702702703,1.0,0.8702290076335878,0.5952380952380952,8,34,0,114,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.7988708019256592,0.12192392349243164,20002028,20006030,24008027
dcgan,DCGAN (classe 0),2,4,6,4,0.26886446886446885,0.782051282051282,0.773972602739726,0.9912280701754386,0.8692307692307693,0.6027568922305764,9,33,1,113,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.7987043857574463,0.126145601272583,20002028,20006030,24008028
dcgan,DCGAN (classe 0),2,4,6,5,0.26886446886446885,0.5897435897435898,0.9310344827586207,0.47368421052631576,0.627906976744186,0.6892230576441103,38,4,60,54,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.7986154556274414,0.12417960166931152,20002028,20006030,24008029
dcgan,DCGAN (classe 0),2,4,6,6,0.26886446886446885,0.782051282051282,0.7777777777777778,0.9824561403508771,0.8682170542635659,0.6102756892230576,10,32,2,112,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.80422043800354,0.12537264823913574,20002028,20006030,24008030
dcgan,DCGAN (classe 0),2,4,6,7,0.26886446886446885,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.7470853328704834,0.11262679100036621,20002028,20006030,24008031
dcgan,DCGAN (classe 0),2,4,6,8,0.26886446886446885,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.8072221279144287,0.12396669387817383,20002028,20006030,24008032
dcgan,DCGAN (classe 0),2,4,6,9,0.26886446886446885,0.7692307692307693,0.819672131147541,0.8771929824561403,0.847457627118644,0.6766917293233082,20,22,14,100,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.8066620826721191,0.12393569946289062,20002028,20006030,24008033
dcgan,DCGAN (classe 0),2,4,6,10,0.26886446886446885,0.7243589743589743,0.8034188034188035,0.8245614035087719,0.8138528138528138,0.6384711779448621,19,23,20,94,220,599,819,1365,546,147,399,4.77926230430603,0.0037186145782470703,0.8072342872619629,0.12386012077331543,20002028,20006030,24008034
dcgan,DCGAN (classe 0),2,5,1,1,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,0,0,0,546,546,147,399,4.817915916442871,0.0,0.31021690368652344,0.11326909065246582,20002029,20007025,25003025
dcgan,DCGAN (classe 0),2,5,1,2,0.2692307692307692,0.7051282051282052,0.7786885245901639,0.8333333333333334,0.8050847457627118,0.5952380952380953,15,27,19,95,0,0,0,546,546,147,399,4.817915916442871,0.0,0.30863261222839355,0.11339759826660156,20002029,20007025,25003026
dcgan,DCGAN (classe 0),2,5,1,3,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,0,0,0,546,546,147,399,4.817915916442871,0.0,0.30623388290405273,0.11334753036499023,20002029,20007025,25003027
dcgan,DCGAN (classe 0),2,5,1,4,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,0,0,0,546,546,147,399,4.817915916442871,0.0,0.306272029876709,0.11387252807617188,20002029,20007025,25003028
dcgan,DCGAN (classe 0),2,5,1,5,0.2692307692307692,0.75,0.7516778523489933,0.9824561403508771,0.8517110266159695,0.5507518796992481,5,37,2,112,0,0,0,546,546,147,399,4.817915916442871,0.0,0.2899761199951172,0.11136031150817871,20002029,20007025,25003029
dcgan,DCGAN (classe 0),2,5,1,6,0.2692307692307692,0.7435897435897436,0.7402597402597403,1.0,0.8507462686567164,0.5238095238095238,2,40,0,114,0,0,0,546,546,147,399,4.817915916442871,0.0,0.2878546714782715,0.1117861270904541,20002029,20007025,25003030
dcgan,DCGAN (classe 0),2,5,1,7,0.2692307692307692,0.7371794871794872,0.762589928057554,0.9298245614035088,0.8379446640316206,0.5720551378446115,9,33,8,106,0,0,0,546,546,147,399,4.817915916442871,0.0,0.28885793685913086,0.11463427543640137,20002029,20007025,25003031
dcgan,DCGAN (classe 0),2,5,1,8,0.2692307692307692,0.7115384615384616,0.7254901960784313,0.9736842105263158,0.8314606741573034,0.4868421052631579,0,42,3,111,0,0,0,546,546,147,399,4.817915916442871,0.0,0.3063178062438965,0.11412358283996582,20002029,20007025,25003032
dcgan,DCGAN (classe 0),2,5,1,9,0.2692307692307692,0.7307692307692307,0.7903225806451613,0.8596491228070176,0.8235294117647058,0.6203007518796992,16,26,16,98,0,0,0,546,546,147,399,4.817915916442871,0.0,0.2872023582458496,0.11128878593444824,20002029,20007025,25003033
dcgan,DCGAN (classe 0),2,5,1,10,0.2692307692307692,0.782051282051282,0.7857142857142857,0.9649122807017544,0.8661417322834646,0.62531328320802,12,30,4,110,0,0,0,546,546,147,399,4.817915916442871,0.0,0.2874941825866699,0.11123895645141602,20002029,20007025,25003034
dcgan,DCGAN (classe 0),2,5,2,1,0.2697947214076246,0.7371794871794872,0.738562091503268,0.9912280701754386,0.846441947565543,0.5194235588972431,2,40,1,113,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.35796689987182617,0.11416029930114746,20002029,20007026,25004025
dcgan,DCGAN (classe 0),2,5,2,2,0.2697947214076246,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.3801765441894531,0.11619305610656738,20002029,20007026,25004026
dcgan,DCGAN (classe 0),2,5,2,3,0.2697947214076246,0.7628205128205128,0.7984496124031008,0.9035087719298246,0.8477366255144033,0.6422305764411027,16,26,11,103,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.3811655044555664,0.11692023277282715,20002029,20007026,25004027
dcgan,DCGAN (classe 0),2,5,2,4,0.2697947214076246,0.75,0.8260869565217391,0.8333333333333334,0.8296943231441049,0.6785714285714286,22,20,19,95,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.3759291172027588,0.11586999893188477,20002029,20007026,25004028
dcgan,DCGAN (classe 0),2,5,2,5,0.2697947214076246,0.7371794871794872,0.8016528925619835,0.8508771929824561,0.825531914893617,0.6397243107769424,18,24,17,97,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.3810458183288574,0.11843562126159668,20002029,20007026,25004029
dcgan,DCGAN (classe 0),2,5,2,6,0.2697947214076246,0.7371794871794872,0.8016528925619835,0.8508771929824561,0.825531914893617,0.6397243107769424,18,24,17,97,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.37573695182800293,0.11527299880981445,20002029,20007026,25004030
dcgan,DCGAN (classe 0),2,5,2,7,0.2697947214076246,0.782051282051282,0.8076923076923077,0.9210526315789473,0.860655737704918,0.662907268170426,17,25,9,105,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.376875638961792,0.11975431442260742,20002029,20007026,25004031
dcgan,DCGAN (classe 0),2,5,2,8,0.2697947214076246,0.7628205128205128,0.7549668874172185,1.0,0.8603773584905661,0.5595238095238095,5,37,0,114,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.3819727897644043,0.11579084396362305,20002029,20007026,25004032
dcgan,DCGAN (classe 0),2,5,2,9,0.2697947214076246,0.7564102564102564,0.7638888888888888,0.9649122807017544,0.8527131782945736,0.5776942355889725,8,34,4,110,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.37596607208251953,0.11553096771240234,20002029,20007026,25004033
dcgan,DCGAN (classe 0),2,5,2,10,0.2697947214076246,0.7115384615384616,0.8484848484848485,0.7368421052631579,0.7887323943661971,0.6898496240601503,27,15,30,84,37,99,136,682,546,147,399,4.817915916442871,0.003131389617919922,0.376223087310791,0.1140897274017334,20002029,20007026,25004034
dcgan,DCGAN (classe 0),2,5,3,1,0.2698412698412698,0.7051282051282052,0.788135593220339,0.8157894736842105,0.8017241379310345,0.6102756892230576,17,25,21,93,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.4402275085449219,0.1073451042175293,20002029,20007027,25005025
dcgan,DCGAN (classe 0),2,5,3,2,0.2698412698412698,0.7371794871794872,0.7664233576642335,0.9210526315789473,0.8366533864541833,0.5795739348370927,10,32,9,105,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.44964051246643066,0.11958122253417969,20002029,20007027,25005026
dcgan,DCGAN (classe 0),2,5,3,3,0.2698412698412698,0.7115384615384616,0.8053097345132744,0.7982456140350878,0.801762114537445,0.637218045112782,20,22,23,91,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.45981335639953613,0.11834931373596191,20002029,20007027,25005027
dcgan,DCGAN (classe 0),2,5,3,4,0.2698412698412698,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.4498255252838135,0.11816215515136719,20002029,20007027,25005028
dcgan,DCGAN (classe 0),2,5,3,5,0.2698412698412698,0.7628205128205128,0.7692307692307693,0.9649122807017544,0.8560311284046692,0.5895989974937343,9,33,4,110,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.4510354995727539,0.11812520027160645,20002029,20007027,25005029
dcgan,DCGAN (classe 0),2,5,3,6,0.2698412698412698,0.7435897435897436,0.7569444444444444,0.956140350877193,0.8449612403100775,0.5614035087719298,7,35,5,109,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.46079134941101074,0.12038636207580566,20002029,20007027,25005030
dcgan,DCGAN (classe 0),2,5,3,7,0.2698412698412698,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.45375919342041016,0.11860871315002441,20002029,20007027,25005031
dcgan,DCGAN (classe 0),2,5,3,8,0.2698412698412698,0.7628205128205128,0.7730496453900709,0.956140350877193,0.8549019607843137,0.5971177944862156,10,32,5,109,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.4508194923400879,0.11881852149963379,20002029,20007027,25005032
dcgan,DCGAN (classe 0),2,5,3,9,0.2698412698412698,0.7564102564102564,0.8015873015873016,0.8859649122807017,0.8416666666666667,0.6453634085213033,17,25,13,101,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.4510657787322998,0.11844992637634277,20002029,20007027,25005033
dcgan,DCGAN (classe 0),2,5,3,10,0.2698412698412698,0.7756410256410257,0.7687074829931972,0.9912280701754386,0.8659003831417624,0.5908521303258145,8,34,1,113,74,199,273,819,546,147,399,4.817915916442871,0.0036003589630126953,0.45584535598754883,0.11541986465454102,20002029,20007027,25005034
dcgan,DCGAN (classe 0),2,5,4,1,0.2688284518828452,0.7371794871794872,0.7829457364341085,0.8859649122807017,0.831275720164609,0.6096491228070176,14,28,13,101,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5273501873016357,0.11905169486999512,20002029,20007028,25006025
dcgan,DCGAN (classe 0),2,5,4,2,0.2688284518828452,0.75,0.7737226277372263,0.9298245614035088,0.8446215139442231,0.5958646616541353,11,31,8,106,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5400149822235107,0.12032175064086914,20002029,20007028,25006026
dcgan,DCGAN (classe 0),2,5,4,3,0.2688284518828452,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5241489410400391,0.12157440185546875,20002029,20007028,25006027
dcgan,DCGAN (classe 0),2,5,4,4,0.2688284518828452,0.7307692307692307,0.7337662337662337,0.9912280701754386,0.8432835820895522,0.5075187969924811,1,41,1,113,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5279242992401123,0.11966300010681152,20002029,20007028,25006028
dcgan,DCGAN (classe 0),2,5,4,5,0.2688284518828452,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5250532627105713,0.12030506134033203,20002029,20007028,25006029
dcgan,DCGAN (classe 0),2,5,4,6,0.2688284518828452,0.7371794871794872,0.7552447552447552,0.9473684210526315,0.8404669260700389,0.5570175438596491,7,35,6,108,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5316944122314453,0.12031102180480957,20002029,20007028,25006030
dcgan,DCGAN (classe 0),2,5,4,7,0.2688284518828452,0.7564102564102564,0.7567567567567568,0.9824561403508771,0.8549618320610687,0.5626566416040101,6,36,2,112,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5246708393096924,0.11885619163513184,20002029,20007028,25006031
dcgan,DCGAN (classe 0),2,5,4,8,0.2688284518828452,0.7371794871794872,0.7967479674796748,0.8596491228070176,0.8270042194092827,0.6322055137844611,17,25,16,98,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5242269039154053,0.11940288543701172,20002029,20007028,25006032
dcgan,DCGAN (classe 0),2,5,4,9,0.2688284518828452,0.7243589743589743,0.7290322580645161,0.9912280701754386,0.8401486988847584,0.4956140350877193,0,42,1,113,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5295612812042236,0.11691951751708984,20002029,20007028,25006033
dcgan,DCGAN (classe 0),2,5,4,10,0.2688284518828452,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.5119047619047619,1,41,0,114,110,300,410,956,546,147,399,4.817915916442871,0.003786325454711914,0.5259692668914795,0.12032771110534668,20002029,20007028,25006034
dcgan,DCGAN (classe 0),2,5,5,1,0.2692307692307692,0.6538461538461539,0.8191489361702128,0.6754385964912281,0.7403846153846154,0.6353383458646618,25,17,37,77,147,399,546,1092,546,147,399,4.817915916442871,0.003409862518310547,0.6383273601531982,0.12097430229187012,20002029,20007029,25007025
dcgan,DCGAN (classe 0),2,5,5,2,0.2692307692307692,0.7435897435897436,0.7402597402597403,1.0,0.8507462686567164,0.5238095238095238,2,40,0,114,147,399,546,1092,546,147,399,4.817915916442871,0.003409862518310547,0.6404352188110352,0.11988210678100586,20002029,20007029,25007026
dcgan,DCGAN (classe 0),2,5,5,3,0.2692307692307692,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.5,0,42,0,114,147,399,546,1092,546,147,399,4.817915916442871,0.003409862518310547,0.6376097202301025,0.12069463729858398,20002029,20007029,25007027
