Model,Run,Strategy,Acc,Prec,Rec,F1,AUC,Ratio,Synth,TrainTime
dcgan,22,gan_balanced,0.7756410256410257,0.7883211678832117,0.9473684210526315,0.8605577689243028,0.7652464494569757,0.5,252,0.7863245909102261
dcgan,23,gan_balanced,0.7884615384615384,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.8059732664995822,0.5,252,0.7927348050288856
dcgan,24,gan_balanced,0.75,0.8151260504201681,0.8508771929824561,0.8326180257510729,0.8082706766917294,0.5,252,0.7885340242646635
dcgan,25,gan_balanced,0.7884615384615384,0.8403361344537815,0.8771929824561403,0.8583690987124464,0.7917710944026733,0.5,252,0.7824917980469763
dcgan,26,gan_balanced,0.7692307692307693,0.7910447761194029,0.9298245614035088,0.8548387096774194,0.7905179615705932,0.5,252,0.784947482869029
dcgan,27,gan_balanced,0.7371794871794872,0.738562091503268,0.9912280701754386,0.846441947565543,0.7654553049289892,0.5,252,0.7778067071922123
dcgan,28,gan_balanced,0.6923076923076923,0.9024390243902439,0.6491228070175439,0.7551020408163265,0.8333333333333334,0.5,252,0.7859993982128799
dcgan,29,gan_balanced,0.782051282051282,0.8125,0.9122807017543859,0.859504132231405,0.7713032581453635,0.5,252,0.7801365102641284
dcgan,30,gan_balanced,0.7307692307692307,0.8333333333333334,0.7894736842105263,0.8108108108108109,0.7930242272347536,0.5,252,0.7884044121019542
dcgan,31,gan_balanced,0.6474358974358975,0.8831168831168831,0.5964912280701754,0.7120418848167539,0.7850877192982457,0.5,252,0.7844678480178118
dcgan,32,gan_balanced,0.8012820512820513,0.816793893129771,0.9385964912280702,0.8734693877551021,0.8076441102756892,0.5,252,0.7847864818759263
dcgan,33,gan_balanced,0.4358974358974359,0.9333333333333333,0.24561403508771928,0.3888888888888889,0.7777777777777778,0.5,252,0.7793147549964488
dcgan,34,gan_balanced,0.7884615384615384,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.7537593984962406,0.5,252,0.7848187522031367
dcgan,35,gan_balanced,0.7692307692307693,0.8145161290322581,0.8859649122807017,0.8487394957983193,0.8178780284043442,0.5,252,0.7826442210935056
dcgan,36,gan_balanced,0.7692307692307693,0.7671232876712328,0.9824561403508771,0.8615384615384616,0.7867585630743525,0.5,252,0.7880417676642537
dcgan,37,gan_balanced,0.7628205128205128,0.8031496062992126,0.8947368421052632,0.8464730290456431,0.7571010860484545,0.5,252,0.7778798560611904
dcgan,38,gan_balanced,0.7435897435897436,0.743421052631579,0.9912280701754386,0.849624060150376,0.8107769423558897,0.5,252,0.7827884089201689
dcgan,39,gan_balanced,0.6538461538461539,0.8846153846153846,0.6052631578947368,0.71875,0.7765246449456976,0.5,252,0.8226134651340544
dcgan,40,gan_balanced,0.8205128205128205,0.8467741935483871,0.9210526315789473,0.8823529411764706,0.8450292397660818,0.5,252,0.783102850895375
dcgan,41,gan_balanced,0.6794871794871795,0.9102564102564102,0.6228070175438597,0.7395833333333334,0.8360484544695072,0.5,252,0.7795000057667494
dcgan,42,gan_balanced,0.8076923076923077,0.8088235294117647,0.9649122807017544,0.88,0.768796992481203,0.5,252,0.7831089152023196
dcgan,43,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.7142857142857143,0.5,252,0.8114822912029922
dcgan,44,gan_balanced,0.7307692307692307,0.7337662337662337,0.9912280701754386,0.8432835820895522,0.800125313283208,0.5,252,0.7940789489075541
dcgan,45,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.698203842940685,0.5,252,0.7833864013664424
dcgan,46,gan_balanced,0.6923076923076923,0.8666666666666667,0.6842105263157895,0.7647058823529411,0.7779866332497912,0.5,252,0.7884863936342299
dcgan,47,gan_balanced,0.7692307692307693,0.7708333333333334,0.9736842105263158,0.8604651162790697,0.8047201336675021,0.5,252,0.7838127287104726
dcgan,48,gan_balanced,0.5833333333333334,0.9016393442622951,0.4824561403508772,0.6285714285714286,0.7577276524644946,0.5,252,0.7706045028753579
dcgan,49,gan_balanced,0.7371794871794872,0.8686868686868687,0.7543859649122807,0.8075117370892019,0.777360066833751,0.5,252,0.7937251557596028
dcgan,50,gan_balanced,0.6794871794871795,0.9,0.631578947368421,0.7422680412371134,0.7779866332497912,0.5,252,0.7857922851108015
dcgan,51,gan_balanced,0.782051282051282,0.8636363636363636,0.8333333333333334,0.8482142857142857,0.8180868838763576,0.5,252,0.8016755259595811
dcgan,52,gan_balanced,0.7243589743589743,0.898876404494382,0.7017543859649122,0.7881773399014779,0.8109857978279031,0.5,252,0.799494527745992
dcgan,53,gan_balanced,0.7115384615384616,0.8285714285714286,0.7631578947368421,0.7945205479452054,0.7855054302422725,0.5,252,0.7619695789180696
dcgan,54,gan_balanced,0.7628205128205128,0.7583892617449665,0.9912280701754386,0.8593155893536122,0.7633667502088555,0.5,252,0.783627089112997
dcgan,55,gan_balanced,0.7756410256410257,0.8211382113821138,0.8859649122807017,0.8523206751054853,0.7589807852965748,0.5,252,0.7778270686976612
dcgan,56,gan_balanced,0.8141025641025641,0.8294573643410853,0.9385964912280702,0.8806584362139918,0.7859231411862991,0.5,252,0.7824810137972236
dcgan,57,gan_balanced,0.6666666666666666,0.9078947368421053,0.6052631578947368,0.7263157894736842,0.8126566416040101,0.5,252,0.7778148232027888
dcgan,58,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6900584795321638,0.5,252,0.7850007037632167
dcgan,59,gan_balanced,0.5576923076923077,0.8571428571428571,0.47368421052631576,0.6101694915254238,0.720342522974102,0.5,252,0.7824837658554316
dcgan,60,gan_balanced,0.6025641025641025,0.8939393939393939,0.5175438596491229,0.6555555555555556,0.7857142857142857,0.5,252,0.7834237129427493
dcgan,61,gan_balanced,0.6602564102564102,0.9066666666666666,0.5964912280701754,0.7195767195767195,0.8285296574770259,0.5,252,0.7729943827725947
dcgan,62,gan_balanced,0.8012820512820513,0.8267716535433071,0.9210526315789473,0.8713692946058091,0.8264411027568923,0.5,252,0.7812555790878832
dcgan,63,gan_balanced,0.75,0.7450980392156863,1.0,0.8539325842696629,0.7994987468671679,0.5,252,0.792969947680831
dcgan,64,gan_balanced,0.782051282051282,0.8846153846153846,0.8070175438596491,0.8440366972477065,0.8174603174603174,0.5,252,0.7936591869220138
dcgan,65,gan_balanced,0.7371794871794872,0.8543689320388349,0.7719298245614035,0.8110599078341014,0.829156223893066,0.5,252,0.7860732367262244
dcgan,66,gan_balanced,0.8141025641025641,0.8102189781021898,0.9736842105263158,0.8844621513944223,0.8310359231411864,0.5,252,0.7728964323177934
dcgan,67,gan_balanced,0.7884615384615384,0.7832167832167832,0.9824561403508771,0.8715953307392996,0.7972013366750208,0.5,252,0.7749417331069708
dcgan,68,gan_balanced,0.7948717948717948,0.8059701492537313,0.9473684210526315,0.8709677419354839,0.7332915622389307,0.5,252,0.8054303037934005
dcgan,69,gan_balanced,0.7564102564102564,0.75,1.0,0.8571428571428571,0.8015873015873016,0.5,252,0.7954201959073544
dcgan,70,gan_balanced,0.5641025641025641,0.9107142857142857,0.4473684210526316,0.6,0.7769423558897243,0.5,252,0.790320728905499
dcgan,71,gan_balanced,0.7115384615384616,0.8165137614678899,0.7807017543859649,0.7982062780269058,0.7696324143692564,0.5,252,0.7879612441174686
dcgan,72,gan_balanced,0.7884615384615384,0.7793103448275862,0.9912280701754386,0.8725868725868726,0.8051378446115288,0.5,252,0.7927312147803605
dcgan,73,gan_balanced,0.7371794871794872,0.7354838709677419,1.0,0.8475836431226765,0.816624895572264,0.5,252,0.7912658620625734
dcgan,74,gan_balanced,0.7243589743589743,0.784,0.8596491228070176,0.8200836820083682,0.7155388471177945,0.5,252,0.789212612900883
dcgan,75,gan_balanced,0.7948717948717948,0.853448275862069,0.868421052631579,0.8608695652173913,0.8145363408521303,0.5,252,0.7558499686419964
dcgan,76,gan_balanced,0.7371794871794872,0.8067226890756303,0.8421052631578947,0.8240343347639485,0.7662907268170427,0.5,252,0.7955064079724252
dcgan,77,gan_balanced,0.7692307692307693,0.7867647058823529,0.9385964912280702,0.856,0.780701754385965,0.5,252,0.7942021852359176
dcgan,78,gan_balanced,0.6987179487179487,0.9036144578313253,0.6578947368421053,0.7614213197969543,0.816624895572264,0.5,252,0.7852676128968596
dcgan,79,gan_balanced,0.7628205128205128,0.8031496062992126,0.8947368421052632,0.8464730290456431,0.7493734335839599,0.5,252,0.7959323697723448
dcgan,80,gan_balanced,0.7115384615384616,0.7948717948717948,0.8157894736842105,0.8051948051948052,0.714703425229741,0.5,252,0.773785593919456
dcgan,81,gan_balanced,0.7884615384615384,0.8403361344537815,0.8771929824561403,0.8583690987124464,0.7921888053467001,0.5,252,0.7930537820793688
dcgan,82,gan_balanced,0.782051282051282,0.7777777777777778,0.9824561403508771,0.8682170542635659,0.789264828738513,0.5,252,0.7868552538566291
dcgan,83,gan_balanced,0.7435897435897436,0.75,0.9736842105263158,0.8473282442748091,0.6532999164578112,0.5,252,0.7857192140072584
dcgan,84,gan_balanced,0.8205128205128205,0.8307692307692308,0.9473684210526315,0.8852459016393442,0.8279030910609858,0.5,252,0.784231523051858
dcgan,85,gan_balanced,0.7435897435897436,0.9302325581395349,0.7017543859649122,0.8,0.8544277360066834,0.5,252,0.7841814970597625
dcgan,86,gan_balanced,0.7948717948717948,0.7847222222222222,0.9912280701754386,0.875968992248062,0.8074352548036758,0.5,252,0.7838370683602989
dcgan,87,gan_balanced,0.7564102564102564,0.7714285714285715,0.9473684210526315,0.8503937007874016,0.7533416875522139,0.5,252,0.7856594370678067
dcgan,88,gan_balanced,0.8269230769230769,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.8680033416875523,0.5,252,0.7807652237825096
dcgan,89,gan_balanced,0.8205128205128205,0.8161764705882353,0.9736842105263158,0.888,0.8341687552213868,0.5,252,0.7978545129299164
dcgan,90,gan_balanced,0.6794871794871795,0.9210526315789473,0.6140350877192983,0.7368421052631579,0.8331244778613199,0.5,252,0.7876429758034647
dcgan,91,gan_balanced,0.7435897435897436,0.75,0.9736842105263158,0.8473282442748091,0.7445697577276525,0.5,252,0.7939370451495051
dcgan,92,gan_balanced,0.7756410256410257,0.8015267175572519,0.9210526315789473,0.8571428571428571,0.804093567251462,0.5,252,0.7927055228501558
dcgan,93,gan_balanced,0.7884615384615384,0.8857142857142857,0.8157894736842105,0.8493150684931506,0.7909356725146199,0.5,252,0.7901023821905255
dcgan,94,gan_balanced,0.4807692307692308,0.9459459459459459,0.30701754385964913,0.46357615894039733,0.8105680868838763,0.5,252,0.7930145477876067
dcgan,95,gan_balanced,0.7371794871794872,0.7517241379310344,0.956140350877193,0.8416988416988417,0.7637844611528822,0.5,252,0.7858297070488334
dcgan,96,gan_balanced,0.7371794871794872,0.8067226890756303,0.8421052631578947,0.8240343347639485,0.779030910609858,0.5,252,0.782843204215169
dcgan,97,gan_balanced,0.7115384615384616,0.7315436241610739,0.956140350877193,0.8288973384030418,0.6756474519632415,0.5,252,0.7751979283057153
dcgan,98,gan_balanced,0.7692307692307693,0.7635135135135135,0.9912280701754386,0.8625954198473282,0.8341687552213868,0.5,252,0.7857820219360292
dcgan,99,gan_balanced,0.8012820512820513,0.7943262411347518,0.9824561403508771,0.8784313725490196,0.8258145363408521,0.5,252,0.7925089080817997
cgan,0,gan_balanced,0.6794871794871795,0.8636363636363636,0.6666666666666666,0.7524752475247525,0.761904761904762,0.5,252,0.8054442889988422
cgan,1,gan_balanced,0.6858974358974359,0.8282828282828283,0.7192982456140351,0.7699530516431925,0.7236842105263158,0.5,252,0.8022508127614856
cgan,2,gan_balanced,0.6410256410256411,0.8717948717948718,0.5964912280701754,0.7083333333333334,0.7721386800334169,0.5,252,0.8010293650440872
cgan,3,gan_balanced,0.7692307692307693,0.8482142857142857,0.8333333333333334,0.8407079646017699,0.8028404344193818,0.5,252,0.7966873040422797
cgan,4,gan_balanced,0.75,0.8378378378378378,0.8157894736842105,0.8266666666666667,0.7713032581453635,0.5,252,0.7988089052960277
cgan,5,gan_balanced,0.717948717948718,0.8301886792452831,0.7719298245614035,0.8,0.7470760233918129,0.5,252,0.8036565636284649
cgan,6,gan_balanced,0.6474358974358975,0.8933333333333333,0.5877192982456141,0.708994708994709,0.7865497076023391,0.5,252,0.7862763279117644
cgan,7,gan_balanced,0.5064102564102564,0.9111111111111111,0.35964912280701755,0.5157232704402516,0.7406015037593984,0.5,252,0.7979883230291307
cgan,8,gan_balanced,0.7692307692307693,0.8095238095238095,0.8947368421052632,0.85,0.7418546365914787,0.5,252,0.7973309098742902
cgan,9,gan_balanced,0.46153846153846156,0.9411764705882353,0.2807017543859649,0.43243243243243246,0.7731829573934837,0.5,252,0.8084526541642845
cgan,10,gan_balanced,0.7307692307692307,0.7368421052631579,0.9824561403508771,0.8421052631578947,0.6921470342522974,0.5,252,0.7998211928643286
cgan,11,gan_balanced,0.7628205128205128,0.7984496124031008,0.9035087719298246,0.8477366255144033,0.7378863826232247,0.5,252,0.7976014907471836
cgan,12,gan_balanced,0.5961538461538461,0.9322033898305084,0.4824561403508772,0.6358381502890174,0.8032581453634086,0.5,252,0.7902704840525985
cgan,13,gan_balanced,0.782051282051282,0.8225806451612904,0.8947368421052632,0.8571428571428571,0.8038847117794485,0.5,252,0.7909591319039464
cgan,14,gan_balanced,0.5961538461538461,0.8805970149253731,0.5175438596491229,0.6519337016574586,0.7406015037593985,0.5,252,0.7593944082036614
cgan,15,gan_balanced,0.7371794871794872,0.7449664429530202,0.9736842105263158,0.844106463878327,0.715329991645781,0.5,252,0.8030410632491112
cgan,16,gan_balanced,0.7692307692307693,0.825,0.868421052631579,0.8461538461538461,0.7917710944026733,0.5,252,0.8091605710797012
cgan,17,gan_balanced,0.782051282051282,0.8174603174603174,0.9035087719298246,0.8583333333333333,0.7443609022556391,0.5,252,0.7884452831931412
cgan,18,gan_balanced,0.717948717948718,0.7333333333333333,0.9649122807017544,0.8333333333333334,0.6464076858813701,0.5,252,0.7972105741500854
cgan,19,gan_balanced,0.5512820512820513,0.8666666666666667,0.45614035087719296,0.5977011494252874,0.694235588972431,0.5,252,0.789646215736866
cgan,20,gan_balanced,0.6730769230769231,0.8181818181818182,0.7105263157894737,0.7605633802816901,0.7224310776942356,0.5,252,0.8019347763620317
cgan,21,gan_balanced,0.7435897435897436,0.7569444444444444,0.956140350877193,0.8449612403100775,0.7322472848788638,0.5,252,0.7999047371558845
cgan,22,gan_balanced,0.48717948717948717,0.9473684210526315,0.3157894736842105,0.47368421052631576,0.8065998329156224,0.5,252,0.7823685333132744
cgan,23,gan_balanced,0.6858974358974359,0.8823529411764706,0.6578947368421053,0.7537688442211056,0.7731829573934837,0.5,252,0.778849289752543
cgan,24,gan_balanced,0.7371794871794872,0.7967479674796748,0.8596491228070176,0.8270042194092827,0.7176274018379281,0.5,252,0.7765442309901118
cgan,25,gan_balanced,0.7435897435897436,0.7569444444444444,0.956140350877193,0.8449612403100775,0.7153299916457813,0.5,252,0.773852776736021
cgan,26,gan_balanced,0.717948717948718,0.7302631578947368,0.9736842105263158,0.8345864661654135,0.6708437761069339,0.5,252,0.8143299948424101
cgan,27,gan_balanced,0.7371794871794872,0.738562091503268,0.9912280701754386,0.846441947565543,0.7337092731829573,0.5,252,0.7977289003320038
cgan,28,gan_balanced,0.7756410256410257,0.7969924812030075,0.9298245614035088,0.8582995951417004,0.7606516290726817,0.5,252,0.8190567819401622
cgan,29,gan_balanced,0.7628205128205128,0.7549668874172185,1.0,0.8603773584905661,0.7871762740183793,0.5,252,0.7924665049649775
cgan,30,gan_balanced,0.6730769230769231,0.8795180722891566,0.6403508771929824,0.7411167512690355,0.764202172096909,0.5,252,0.7955269427038729
cgan,31,gan_balanced,0.782051282051282,0.8389830508474576,0.868421052631579,0.853448275862069,0.8043024227234753,0.5,252,0.7911497647874057
cgan,32,gan_balanced,0.6794871794871795,0.872093023255814,0.6578947368421053,0.75,0.7255639097744361,0.5,252,0.7899056635797024
cgan,33,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.6499582289055973,0.5,252,0.8002735869958997
cgan,34,gan_balanced,0.7628205128205128,0.7583892617449665,0.9912280701754386,0.8593155893536122,0.7188805346700083,0.5,252,0.8004229278303683
cgan,35,gan_balanced,0.6538461538461539,0.8260869565217391,0.6666666666666666,0.7378640776699029,0.6913116123642439,0.5,252,0.7933729039505124
cgan,36,gan_balanced,0.7628205128205128,0.7583892617449665,0.9912280701754386,0.8593155893536122,0.8068086883876358,0.5,252,0.7952035199850798
cgan,37,gan_balanced,0.6217948717948718,0.8160919540229885,0.6228070175438597,0.7064676616915423,0.6791979949874687,0.5,252,0.7809948329813778
cgan,38,gan_balanced,0.4807692307692308,0.9024390243902439,0.32456140350877194,0.4774193548387097,0.7579365079365079,0.5,252,0.7962142070755363
cgan,39,gan_balanced,0.7051282051282052,0.8090909090909091,0.7807017543859649,0.7946428571428571,0.7639933166248957,0.5,252,0.8230995428748429
cgan,40,gan_balanced,0.7307692307692307,0.7368421052631579,0.9824561403508771,0.8421052631578947,0.7374686716791982,0.5,252,0.7899972079321742
cgan,41,gan_balanced,0.7628205128205128,0.7692307692307693,0.9649122807017544,0.8560311284046692,0.7571010860484544,0.5,252,0.7901952010579407
cgan,42,gan_balanced,0.75,0.7586206896551724,0.9649122807017544,0.8494208494208494,0.7568922305764411,0.5,252,0.796217530965805
cgan,43,gan_balanced,0.7435897435897436,0.743421052631579,0.9912280701754386,0.849624060150376,0.7725563909774436,0.5,252,0.7856615562923253
cgan,44,gan_balanced,0.7435897435897436,0.8189655172413793,0.8333333333333334,0.8260869565217391,0.7550125313283207,0.5,252,0.7563762827776372
cgan,45,gan_balanced,0.532051282051282,0.8867924528301887,0.41228070175438597,0.562874251497006,0.7178362573099415,0.5,252,0.7896731770597398
cgan,46,gan_balanced,0.5769230769230769,0.7926829268292683,0.5701754385964912,0.6632653061224489,0.6597744360902256,0.5,252,0.7993611861020327
cgan,47,gan_balanced,0.7628205128205128,0.7692307692307693,0.9649122807017544,0.8560311284046692,0.7080200501253132,0.5,252,0.7922157738357782
cgan,48,gan_balanced,0.7628205128205128,0.7894736842105263,0.9210526315789473,0.8502024291497976,0.7111528822055138,0.5,252,0.7945766467601061
cgan,49,gan_balanced,0.7371794871794872,0.8476190476190476,0.7807017543859649,0.8127853881278538,0.7631578947368421,0.5,252,0.7928508874028921
cgan,50,gan_balanced,0.6153846153846154,0.921875,0.5175438596491229,0.6629213483146067,0.7926065162907269,0.5,252,0.7828994421288371
cgan,51,gan_balanced,0.46153846153846156,0.9166666666666666,0.2894736842105263,0.44,0.7159565580618212,0.5,252,0.7537714070640504
cgan,52,gan_balanced,0.6858974358974359,0.773109243697479,0.8070175438596491,0.7896995708154506,0.6489139515455304,0.5,252,0.7812215550802648
cgan,53,gan_balanced,0.6923076923076923,0.8173076923076923,0.7456140350877193,0.7798165137614679,0.7451963241436925,0.5,252,0.7934346836991608
cgan,54,gan_balanced,0.7243589743589743,0.7350993377483444,0.9736842105263158,0.8377358490566038,0.7253550543024228,0.5,252,0.798200982157141
cgan,55,gan_balanced,0.6474358974358975,0.9041095890410958,0.5789473684210527,0.7058823529411765,0.768170426065163,0.5,252,0.7975222719833255
cgan,56,gan_balanced,0.7628205128205128,0.7851851851851852,0.9298245614035088,0.8514056224899599,0.7149122807017544,0.5,252,0.774582926183939
cgan,57,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.7337092731829574,0.5,252,0.7994818449951708
cgan,58,gan_balanced,0.6794871794871795,0.826530612244898,0.7105263157894737,0.7641509433962265,0.7520885547201337,0.5,252,0.8108009807765484
cgan,59,gan_balanced,0.7371794871794872,0.8411214953271028,0.7894736842105263,0.8144796380090498,0.7769423558897244,0.5,252,0.7989311497658491
cgan,60,gan_balanced,0.7307692307692307,0.7337662337662337,0.9912280701754386,0.8432835820895522,0.7050960735171262,0.5,252,0.7946295132860541
cgan,61,gan_balanced,0.7628205128205128,0.7938931297709924,0.9122807017543859,0.8489795918367347,0.7403926482873852,0.5,252,0.789034984074533
cgan,62,gan_balanced,0.6025641025641025,0.8333333333333334,0.5701754385964912,0.6770833333333334,0.6971595655806182,0.5,252,0.7906801807694137
cgan,63,gan_balanced,0.7371794871794872,0.7417218543046358,0.9824561403508771,0.8452830188679246,0.7362155388471179,0.5,252,0.7879120851866901
cgan,64,gan_balanced,0.7371794871794872,0.8173913043478261,0.8245614035087719,0.8209606986899564,0.7671261487050961,0.5,252,0.791792409028858
cgan,65,gan_balanced,0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.7896825396825397,0.5,252,0.7896465780213475
cgan,66,gan_balanced,0.7948717948717948,0.7928571428571428,0.9736842105263158,0.8740157480314961,0.7786131996658313,0.5,252,0.7769126780331135
cgan,67,gan_balanced,0.7628205128205128,0.7583892617449665,0.9912280701754386,0.8593155893536122,0.7247284878863827,0.5,252,0.7203621491789818
cgan,68,gan_balanced,0.5576923076923077,0.835820895522388,0.49122807017543857,0.6187845303867403,0.7247284878863827,0.5,252,0.7843943969346583
cgan,69,gan_balanced,0.717948717948718,0.8431372549019608,0.7543859649122807,0.7962962962962963,0.7053049289891395,0.5,252,0.7809722819365561
cgan,70,gan_balanced,0.7051282051282052,0.8333333333333334,0.7456140350877193,0.7870370370370371,0.7190893901420218,0.5,252,0.7831703340634704
cgan,71,gan_balanced,0.717948717948718,0.7868852459016393,0.8421052631578947,0.8135593220338984,0.7090643274853801,0.5,252,0.7835819851607084
cgan,72,gan_balanced,0.7628205128205128,0.7984496124031008,0.9035087719298246,0.8477366255144033,0.7608604845446951,0.5,252,0.794294604100287
cgan,73,gan_balanced,0.5897435897435898,0.8787878787878788,0.5087719298245614,0.6444444444444445,0.6931913116123644,0.5,252,0.7998425960540771
cgan,74,gan_balanced,0.6794871794871795,0.8555555555555555,0.6754385964912281,0.7549019607843137,0.7627401837928154,0.5,252,0.7779389740899205
cgan,75,gan_balanced,0.7115384615384616,0.7633587786259542,0.8771929824561403,0.8163265306122449,0.6746031746031746,0.5,252,0.7774293851107359
cgan,76,gan_balanced,0.6025641025641025,0.8714285714285714,0.5350877192982456,0.6630434782608695,0.7829991645781118,0.5,252,0.7679860382340848
cgan,77,gan_balanced,0.6858974358974359,0.8095238095238095,0.7456140350877193,0.776255707762557,0.706766917293233,0.5,252,0.7874075630679727
cgan,78,gan_balanced,0.7371794871794872,0.7449664429530202,0.9736842105263158,0.844106463878327,0.7552213868003342,0.5,252,0.805179906077683
cgan,79,gan_balanced,0.7884615384615384,0.8461538461538461,0.868421052631579,0.8571428571428571,0.8118212197159566,0.5,252,0.8137099528685212
cgan,80,gan_balanced,0.7307692307692307,0.8103448275862069,0.8245614035087719,0.8173913043478261,0.7144945697577276,0.5,252,0.7834321651607752
cgan,81,gan_balanced,0.6858974358974359,0.9113924050632911,0.631578947368421,0.7461139896373057,0.8036758563074353,0.5,252,0.7755724610760808
cgan,82,gan_balanced,0.782051282051282,0.7898550724637681,0.956140350877193,0.8650793650793651,0.7807017543859649,0.5,252,0.8001945572905242
cgan,83,gan_balanced,0.7564102564102564,0.8220338983050848,0.8508771929824561,0.8362068965517241,0.7545948203842942,0.5,252,0.7817394593730569
cgan,84,gan_balanced,0.5384615384615384,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.7543859649122806,0.5,252,0.7737511917948723
cgan,85,gan_balanced,0.5128205128205128,0.8166666666666667,0.4298245614035088,0.5632183908045977,0.6330409356725146,0.5,252,0.766060674097389
cgan,86,gan_balanced,0.717948717948718,0.8431372549019608,0.7543859649122807,0.7962962962962963,0.7347535505430243,0.5,252,0.7811460578814149
cgan,87,gan_balanced,0.7243589743589743,0.784,0.8596491228070176,0.8200836820083682,0.7502088554720133,0.5,252,0.7776919482275844
cgan,88,gan_balanced,0.7307692307692307,0.7432432432432432,0.9649122807017544,0.8396946564885496,0.7360066833751044,0.5,252,0.7758076433092356
