Accuracy,Precision,Recall,F1,AUC,TrainTime,Model,Run,Strategy
0.7307692307692307,0.7307692307692307,1.0,0.8444444444444444,0.7479114452798664,1.2941249329596758,patchqgan,0,balance_50_50
