gan_run_id,generation_run_id,num_rows,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,auc_mean,auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,gan_training_time_sec_mean,gan_training_time_sec_std,synthetic_generation_time_sec_mean,synthetic_generation_time_sec_std,classifier_training_time_sec_mean,classifier_training_time_sec_std,classifier_eval_time_sec_mean,classifier_eval_time_sec_std,synthetic_class0_count_mean,synthetic_class0_count_std,balanced_dataset_size_mean,balanced_dataset_size_std,total_real_samples_mean,total_real_samples_std,real_class0_count_mean,real_class0_count_std,real_class1_count_mean,real_class1_count_std
1,1,1,0.5641025641025641,0.0,0.7395833333333334,0.0,0.6228070175438597,0.0,0.6761904761904762,0.0,0.5137844611528822,0.0,17.0,0.0,25.0,0.0,43.0,0.0,71.0,0.0,2.4404845237731934,0.0,0.07022714614868164,0.0,6.281518936157227,0.0,0.20690655708312988,0.0,252.0,0.0,798.0,0.0,546.0,0.0,147.0,0.0,399.0,0.0
