Model,FID_mean,FID_std,IS_mean_mean,IS_mean_std,IS_std_mean,IS_std_std
PatchQuantum,1.715623714029789,0.43721314952863316,1.3343322533369064,0.09891292204738769,0.11993716407567262,0.04178241532888551
