Model,Label,FID_mean,FID_std,IS_mean_mean,IS_mean_std,IS_std_mean,IS_std_std
PatchQuantum,malignant,1.4599042385816574,0.2734763490937917,1.2980932366847993,0.0786151914571345,0.13838921029120685,0.0460922855832699
PatchQuantum,"normal, benign",1.9713431894779205,0.4211249991198043,1.3705712699890136,0.10408144215007376,0.10148511786013842,0.026397752767390464
